,brand,name,bodyType,color,fuelType,year,mileage,transmission,power,price,vehicleConfiguration,engineName,engineDisplacement,location,parse_date
12238,Lexus,NX300h,jeep 5 doors,white,Gasoline,2016.0,83000.0,CVT,152.0,2800000,300h Version L,2AR-FXE,2.5 LTR,"Ba Đình, Hà Nội, Việt Nam",2022-09-09 10:00:00
5114,Subaru,Forester,jeep 5 doors,white,Gasoline,,203000.0,AT,148.0,850000,,,,"Quận 1, Thành phố Hồ Chí Minh, Việt Nam",2022-09-09 10:00:00
8794,Lexus,RX200t,jeep 5 doors,burgundy,Gasoline,2015.0,49000.0,AT,238.0,3499000, RX200t F Sport 4WD,8AR-FTS,2.0 LTR,"Cầu Giấy, Hà Nội, Việt Nam",2022-09-09 10:00:00
6577,Suzuki,Jimny Sierra,jeep 3 doors,white,Gasoline,2018.0,32000.0,Manual,102.0,2000000,1.5 JC 4WD,K15B,1.5 LTR,"Thanh Xuân, Hà Nội, Việt Nam",2022-09-09 10:00:00
5587,Honda,Edix,minivan,,Gasoline,,180000.0,Automatic,130.0,590000,,,,"Cầu Giấy, Hà Nội, Việt Nam",2022-09-09 10:00:00
6522,Toyota,Crown,sedan,white,Gasoline,2005.0,124000.0,AT,256.0,390000,3.0 royal saloon G,3GR-FSE,3.0 LTR,"Uông Bí, Quảng Ninh, Việt Nam",2022-09-09 10:00:00
2750,Toyota,Prius,sedan,white,Gasoline,,131000.0,Automatic,99.0,1285000,,,,"Bắc Từ Liêm, Hà Nội, Việt Nam",2022-09-09 10:00:00
7626,Nissan,Presage,minivan,,Gasoline,1998.0,216000.0,AT,150.0,200000,2.4 Pacifique,KA24DE,2.4 LTR,"Hoàng Mai, Hà Nội, Việt Nam",2022-09-09 10:00:00
8401,Toyota,Cresta,sedan,white,Gasoline,1996.0,230000.0,AT,280.0,850000,2.5 Roulant G,1JZ-GTE,2.5 LTR,"Hải Phòng, Hải Phòng, Việt Nam",2022-09-09 11:00:00
5150,Mazda,Axela,hatchback 5 doors,grey,Gasoline,2010.0,76000.0,CVT,111.0,775000,1.5 15S NAVI edition,ZY-VE,1.5 LTR,"Uông Bí, Quảng Ninh, Việt Nam",2022-09-09 11:00:00
2531,Toyota,Corolla,station wagon,white,Gasoline,,350000.0,AT,80.0,220000,,,,"Cầu Giấy, Hà Nội, Việt Nam",2022-09-09 11:00:00
4612,Toyota,Land Cruiser Prado,jeep 5 doors,white,Gasoline,2017.0,25000.0,AT,163.0,3859000, 2.7 TX L Package 7 seat 4WD,2TR-FE,2.7 LTR,"Ba Đình, Hà Nội, Việt Nam",2022-09-09 11:00:00
219,Toyota,RAV4,jeep 5 doors,blue,Gasoline,2019.0,8000.0,CVT,171.0,2780000,2.0 G 4WD,M20A-FKS,2.0 LTR,"Quận 1, Thành phố Hồ Chí Minh, Việt Nam",2022-09-09 11:00:00
8690,Mitsubishi,Outlander,jeep 5 doors,white,Gasoline,,64000.0,CVT,146.0,1350000,,,,"Uông Bí, Quảng Ninh, Việt Nam",2022-09-09 11:00:00
4654,Nissan,AD,station wagon,white,Gasoline,2016.0,178000.0,CVT,111.0,548000, 1.5 VE,HR15DE,1.5 LTR,"Đông Triều, Quảng Ninh, Việt Nam",2022-09-09 11:00:00
11710,Toyota,Windom,sedan,silver,Gasoline,2004.0,99000.0,AT,215.0,395000,3.0 G limited edition,1MZ-FE,3.0 LTR,"Thanh Xuân, Hà Nội, Việt Nam",2022-09-09 11:00:00
11309,Toyota,Highlander,jeep 5 doors,black,Gasoline,2020.0,17000.0,AT,249.0,7300000,3.5 AT Люкс Safety,2GR-FKS,3.5 LTR,"Long Biên, Hà Nội, Việt Nam",2022-09-09 11:00:00
11316,Toyota,Vitz,hatchback 5 doors,grey,Gasoline,2010.0,56000.0,CVT,71.0,497000,1.0 B S edition,1KR-FE,1.0 LTR,"Cầu Giấy, Hà Nội, Việt Nam",2022-09-09 11:00:00
5214,Honda,CR-Z,hatchback 3 door,white,Gasoline,,135000.0,CVT,113.0,899000,,,,"Móng Cái, Quảng Ninh, Việt Nam",2022-09-09 11:00:00
10648,Nissan,DAYZ Roox,hatchback 5 doors,green,Gasoline,,54000.0,CVT,49.0,550000,,,,"Hai Bà Trưng, Hà Nội, Việt Nam",2022-09-09 11:00:00
6976,Toyota,Caldina,station wagon,black,Gasoline,1997.0,290000.0,AT,140.0,290000,2.0 G Aerial specification,3S-FE,2.0 LTR,"Đông Triều, Quảng Ninh, Việt Nam",2022-09-09 11:00:00
4001,Honda,Stepwgn,minivan,black,Gasoline,2016.0,84000.0,CVT,150.0,1620000,1.5 G Honda Sensing 7 seater,L15B,1.5 LTR,"Móng Cái, Quảng Ninh, Việt Nam",2022-09-09 11:00:00
5685,Daihatsu,Terios Kid,jeep 5 doors,silver,Gasoline,2000.0,166000.0,AT,64.0,265000,660 aero down custom X,EF-DET,0.7 LTR,"Bắc Từ Liêm, Hà Nội, Việt Nam",2022-09-09 11:00:00
12353,Lexus,NX300h,jeep 5 doors,burgundy,Gasoline,2014.0,150000.0,CVT,152.0,2680000,300h F Sport 4WD,2AR-FXE,2.5 LTR,"Quận 8, Thành phố Hồ Chí Minh, Việt Nam",2022-09-09 11:00:00
5732,Toyota,Estima,minivan,white,Gasoline,2009.0,132000.0,CVT,170.0,1220000,2.4 Aeras G edition,2AZ-FE,2.4 LTR,"Long Biên, Hà Nội, Việt Nam",2022-09-09 11:00:00
4978,Toyota,RAV4,jeep 5 doors,blue,Gasoline,2019.0,43000.0,CVT,171.0,2650000,2.0 Adventure 4WD,M20A-FKS,2.0 LTR,"Hai Bà Trưng, Hà Nội, Việt Nam",2022-09-09 11:00:00
2204,Toyota,Vitz,hatchback 5 doors,white,Gasoline,2015.0,80000.0,CVT,69.0,660000,1.0 F M Package,1KR-FE,1.0 LTR,"Ba Đình, Hà Nội, Việt Nam",2022-09-09 11:00:00
9516,Toyota,Land Cruiser,jeep 5 doors,white,Gasoline,2015.0,78000.0,AT,318.0,5450000,4.6 AX G Selection 4WD,1UR-FE,4.6 LTR,"Hoàng Mai, Hà Nội, Việt Nam",2022-09-09 11:00:00
5930,Nissan,Wingroad,station wagon,yellow,Gasoline,1999.0,300000.0,CVT,190.0,80000,2.0 ZV,SR20VE,2.0 LTR,"Đông Triều, Quảng Ninh, Việt Nam",2022-09-09 11:00:00
10260,Nissan,Dualis,jeep 5 doors,black,Gasoline,2007.0,181000.0,CVT,137.0,610000,2.0 20G,MR20DE,2.0 LTR,"Long Biên, Hà Nội, Việt Nam",2022-09-09 11:00:00
1744,Toyota,Noah,minivan,silver,Gasoline,2014.0,150000.0,CVT,99.0,1260000, 1.8 Hybrid X,2ZR-FXE,1.8 LTR,"Long Biên, Hà Nội, Việt Nam",2022-09-09 11:00:00
4292,Nissan,AD,station wagon,white,Gasoline,2016.0,31000.0,AT,109.0,690000, 1.6 VE 4WD,HR16DE,1.6 LTR,"Ba Đình, Hà Nội, Việt Nam",2022-09-09 11:00:00
10558,Nissan,Pathfinder,jeep 5 doors,grey,Gasoline,2004.0,166000.0,AT,269.0,1760000,4.0 AT SE,VQ40DE,4.0 LTR,"Ba Đình, Hà Nội, Việt Nam",2022-09-09 11:00:00
7025,Honda,Vezel,jeep 5 doors,white,Gasoline,2016.0,53000.0,CVT,131.0,1610000, 1.5 RS Honda Sensing,L15B,1.5 LTR,"Cầu Giấy, Hà Nội, Việt Nam",2022-09-09 11:00:00
11902,Honda,Fit,hatchback 5 doors,white,Gasoline,,250000.0,CVT,86.0,260000,,,,"Quận 1, Thành phố Hồ Chí Minh, Việt Nam",2022-09-09 11:00:00
2401,Honda,Accord,sedan,black,Gasoline,2008.0,222000.0,AT,201.0,820000,2.4 AT Type-S,K24Z3,2.4 LTR,"Hạ Long, Quảng Ninh, Việt Nam",2022-09-09 11:00:00
11908,Lexus,GX460,jeep 5 doors,grey,Gasoline,2019.0,42000.0,AT,296.0,6650000,4.6 AT Executive 5 Sport,1UR-FE,4.6 LTR,"Cầu Giấy, Hà Nội, Việt Nam",2022-09-09 11:00:00
12900,Toyota,Allion,sedan,grey,Gasoline,2009.0,47000.0,CVT,136.0,975000,1.8 A18 G package stylish edition,2ZR-FE,1.8 LTR,"Uông Bí, Quảng Ninh, Việt Nam",2022-09-09 11:00:00
5079,Toyota,Roomy,hatchback 5 doors,black,Gasoline,,160000.0,CVT,69.0,680000,,,,"Bắc Từ Liêm, Hà Nội, Việt Nam",2022-09-09 11:00:00
7390,Nissan,AD,station wagon,white,Gasoline,,175000.0,AT,79.0,235000,,,,"Quận 1, Thành phố Hồ Chí Minh, Việt Nam",2022-09-09 12:00:00
8250,BMW,7-Series,sedan,white,Diesel,,130000.0,Automatic,320.0,3400000,,,,"Ba Đình, Hà Nội, Việt Nam",2022-09-09 12:00:00
12588,BMW,X6,jeep 5 doors,blue,Gasoline,,206000.0,AT,407.0,1450000,,,,"Quận 1, Thành phố Hồ Chí Minh, Việt Nam",2022-09-09 12:00:00
14951,Mitsubishi,Galant,sedan,grey,Gasoline,1993.0,199000.0,AT,135.0,160000,1.8 MU,6A11,1.8 LTR,"Long Biên, Hà Nội, Việt Nam",2022-09-09 12:00:00
14937,Suzuki,Escudo,jeep 5 doors,green,Gasoline,,350000.0,Automatic,115.0,700000,,,,"Móng Cái, Quảng Ninh, Việt Nam",2022-09-09 12:00:00
8076,Toyota,Prius,liftback,white,Gasoline,2010.0,320000.0,CVT,99.0,845000,1.8 S LED edition,2ZR-FXE,1.8 LTR,"Móng Cái, Quảng Ninh, Việt Nam",2022-09-09 12:00:00
14881,Toyota,Master Ace Surf,minivan,brown,Diesel,,1000.0,Manual,85.0,80000,,,,"Cầu Giấy, Hà Nội, Việt Nam",2022-09-09 12:00:00
14026,Toyota,Ipsum,minivan,white,Gasoline,2001.0,195000.0,AT,160.0,585000,2.4 240s aero tourer (7 seater),2AZ-FE,2.4 LTR,"Uông Bí, Quảng Ninh, Việt Nam",2022-09-09 12:00:00
11920,SsangYong,Actyon,jeep 5 doors,silver,Diesel,,144000.0,AT,149.0,720000,,,,"Uông Bí, Quảng Ninh, Việt Nam",2022-09-09 12:00:00
10585,Nissan,March,hatchback 5 doors,white,Gasoline,,120000.0,CVT,79.0,630000,,,,"Đông Triều, Quảng Ninh, Việt Nam",2022-09-09 12:00:00
8838,Nissan,March,hatchback 5 doors,green,Gasoline,2010.0,11000.0,CVT,79.0,665000,1.2 12G FOUR 4WD,HR12DE,1.2 LTR,"Uông Bí, Quảng Ninh, Việt Nam",2022-09-09 12:00:00
11483,Toyota,Tank,hatchback 5 doors,silver,Gasoline,2016.0,97000.0,CVT,69.0,705000, 1.0 X,1KR-FE,1.0 LTR,"Uông Bí, Quảng Ninh, Việt Nam",2022-09-09 12:00:00
9409,Nissan,Note,hatchback 5 doors,,Gasoline,,115000.0,CVT,79.0,620000,,,,"Thanh Xuân, Hà Nội, Việt Nam",2022-09-09 12:00:00
12753,Honda,Vezel,jeep 5 doors,green,Gasoline,2013.0,145000.0,Robot,132.0,1430000,1.5 Hybrid Z,LEB,1.5 LTR,"Ba Đình, Hà Nội, Việt Nam",2022-09-09 12:00:00
14372,Toyota,Vitz,hatchback 5 doors,red,Gasoline,,137000.0,CVT,95.0,645000,,,,"Đông Triều, Quảng Ninh, Việt Nam",2022-09-09 12:00:00
8939,Toyota,C-HR,jeep 5 doors,blue,Gasoline,2017.0,33000.0,CVT,116.0,1600000, 1.2 S-T LED Edition 4WD,8NR-FTS,1.2 LTR,"Thanh Xuân, Hà Nội, Việt Nam",2022-09-09 12:00:00
8400,Toyota,Prius,sedan,grey,Gasoline,,130000.0,Automatic,76.0,530000,,,,"Uông Bí, Quảng Ninh, Việt Nam",2022-09-09 12:00:00
13405,Toyota,Carina II,sedan,grey,Gasoline,,166000.0,Manual,65.0,50000,,,,"Hải Phòng, Hải Phòng, Việt Nam",2022-09-09 12:00:00
11184,Toyota,ist,hatchback 5 doors,white,Gasoline,,190000.0,AT,87.0,415000,,,,"Uông Bí, Quảng Ninh, Việt Nam",2022-09-09 13:00:00
7824,Toyota,Voltz,jeep 5 doors,silver,Gasoline,2002.0,290000.0,AT,125.0,489000,1.8 S,1ZZ-FE,1.8 LTR,"Hạ Long, Quảng Ninh, Việt Nam",2022-09-09 13:00:00
5582,Mitsubishi,Delica D:5,minivan,black,Gasoline,2010.0,169000.0,CVT,170.0,1290000,2.4 Chamonix 4WD (8 Seater),4B12,2.4 LTR,"Ba Đình, Hà Nội, Việt Nam",2022-09-09 13:00:00
872,Toyota,Corona,sedan,green,Gasoline,1992.0,1000.0,AT,135.0,150000,2.0 EX saloon,3S-FE,2.0 LTR,"Quận 8, Thành phố Hồ Chí Minh, Việt Nam",2022-09-09 13:00:00
12865,Toyota,Caldina,station wagon,grey,Gasoline,1996.0,188000.0,Manual,100.0,90000,1.5 U,5E-FE,1.5 LTR,"Cầu Giấy, Hà Nội, Việt Nam",2022-09-09 13:00:00
8873,Mercedes-Benz,S-Class,sedan,black,Gasoline,2013.0,41000.0,AT,449.0,3390000,S 550 AT,M 278 DE 46 AL,4.7 LTR,"Bắc Từ Liêm, Hà Nội, Việt Nam",2022-09-09 13:00:00
8703,Nissan,Juke,jeep 5 doors,red,Gasoline,2011.0,124000.0,CVT,114.0,700000,1.5 15RS Urban selection,HR15DE,1.5 LTR,"Long Biên, Hà Nội, Việt Nam",2022-09-09 13:00:00
4611,Mazda,CX-3,jeep 5 doors,black,Diesel,2015.0,130000.0,AT,105.0,1050000, 1.5 XD Touring Diesel Turbo 4WD,S5-DPTS,1.5 LTR,"Long Biên, Hà Nội, Việt Nam",2022-09-09 13:00:00
13973,Toyota,Mark II,sedan,white,Gasoline,1990.0,10000.0,Manual,135.0,240000,2.0 Grande,1G-FE,2.0 LTR,"Ba Đình, Hà Nội, Việt Nam",2022-09-09 13:00:00
2104,Lexus,RX200t,jeep 5 doors,brown,Gasoline,2017.0,107000.0,AT,238.0,3800000,2.0t AT AWD Executive+,8AR-FTS,2.0 LTR,"Ba Đình, Hà Nội, Việt Nam",2022-09-09 13:00:00
10516,Toyota,Land Cruiser Prado,jeep 5 doors,blue,Diesel,1996.0,238000.0,AT,140.0,950000,3.0 TX package I diesel turbo 8 seat,1KZ-TE,3.0 LTR,"Hải Phòng, Hải Phòng, Việt Nam",2022-09-09 13:00:00
12278,Honda,Grace,sedan,white,Gasoline,,52000.0,Manual,132.0,840000,,,,"Long Biên, Hà Nội, Việt Nam",2022-09-09 13:00:00
3302,Toyota,Ractis,hatchback 5 doors,white,Gasoline,2010.0,80000.0,CVT,95.0,700000,1.3 G,1NR-FE,1.3 LTR,"Hạ Long, Quảng Ninh, Việt Nam",2022-09-09 13:00:00
13,Nissan,Liberty,minivan,white,Gasoline,2002.0,140000.0,CVT,147.0,235000,2.0 Coleman version II,QR20DE,2.0 LTR,"Uông Bí, Quảng Ninh, Việt Nam",2022-09-09 13:00:00
5714,Nissan,Cima,sedan,black,Gasoline,2003.0,260000.0,AT,280.0,124000,4.5 450XL,VK45DE,4.5 LTR,"Thanh Xuân, Hà Nội, Việt Nam",2022-09-09 13:00:00
4435,Nissan,X-Trail,jeep 5 doors,red,Gasoline,2014.0,152000.0,CVT,147.0,1320000,2.0 20X Black X-Tremer X Emergency Brake Package 5-seat 4WD,MR20DD,2.0 LTR,"Quận 1, Thành phố Hồ Chí Minh, Việt Nam",2022-09-09 14:00:00
1836,Mitsubishi,Pajero,jeep 5 doors,silver,Gasoline,,199000.0,AT,178.0,1750000,,,,"Hoàng Mai, Hà Nội, Việt Nam",2022-09-09 14:00:00
9333,Toyota,Hilux Surf,jeep 5 doors,white,Gasoline,,270000.0,AT,150.0,600000,,,,"Quận 1, Thành phố Hồ Chí Minh, Việt Nam",2022-09-09 14:00:00
2284,Nissan,Note,hatchback 5 doors,white,Gasoline,2017.0,45000.0,AT,79.0,1185000, 1.2 e-POWER X Black Arrow,HR12DE,1.2 LTR,"Cầu Giấy, Hà Nội, Việt Nam",2022-09-09 14:00:00
2019,Nissan,President,sedan,grey,Gasoline,2003.0,94000.0,AT,280.0,435000,4.5 sovereign ,VK45DE,4.5 LTR,"Đông Triều, Quảng Ninh, Việt Nam",2022-09-09 14:00:00
11071,Mazda,Axela,sedan,white,Gasoline,2005.0,204000.0,AT,114.0,360000,1.5 15C,ZY-VE,1.5 LTR,"Móng Cái, Quảng Ninh, Việt Nam",2022-09-09 14:00:00
7368,Nissan,X-Trail,jeep 5 doors,white,Diesel,2010.0,230000.0,AT,173.0,1150000,2.0 20GT x-tremer X diesel turbo 4WD,M9R,2.0 LTR,"Cầu Giấy, Hà Nội, Việt Nam",2022-09-09 14:00:00
3056,Honda,Fit,hatchback 5 doors,black,Gasoline,,70000.0,Robot,110.0,970000,,,,"Cầu Giấy, Hà Nội, Việt Nam",2022-09-09 14:00:00
5014,Nissan,X-Trail,jeep 5 doors,grey,Gasoline,,258000.0,AT,150.0,470000,,,,"Đông Triều, Quảng Ninh, Việt Nam",2022-09-09 14:00:00
9271,Nissan,X-Trail,jeep 5 doors,silver,Gasoline,2009.0,97000.0,CVT,137.0,975000,2.0 20S 4WD,MR20DE,2.0 LTR,"Hoàng Mai, Hà Nội, Việt Nam",2022-09-09 14:00:00
13076,Toyota,Land Cruiser Prado,jeep 5 doors,black,Gasoline,2017.0,25000.0,AT,163.0,3499999, 2.7 TX L Package 5 seat 4WD,2TR-FE,2.7 LTR,"Bắc Từ Liêm, Hà Nội, Việt Nam",2022-09-09 14:00:00
4650,Toyota,C-HR,jeep 5 doors,green,Gasoline,2016.0,106000.0,CVT,98.0,1430000,Hybrid 1.8 G,2ZR-FXE,1.8 LTR,"Ba Đình, Hà Nội, Việt Nam",2022-09-09 14:00:00
4636,Subaru,Outback,jeep 5 doors,white,Gasoline,2011.0,95000.0,CVT,170.0,459000,2.5 i EyeSight 4WD,EJ25,2.5 LTR,"Uông Bí, Quảng Ninh, Việt Nam",2022-09-09 14:00:00
9659,Mitsubishi,Delica,minivan,white,Diesel,1997.0,300000.0,AT,140.0,480000,2.8DT Chamonix aero roof,4M40,2.8 LTR,"Đông Triều, Quảng Ninh, Việt Nam",2022-09-09 14:00:00
13050,Suzuki,Jimny,jeep 3 doors,,Gasoline,2012.0,90000.0,AT,64.0,815000,660 X Adventure 4WD,K6A,0.7 LTR,"Ba Đình, Hà Nội, Việt Nam",2022-09-09 14:00:00
1055,Toyota,Wish,minivan,silver,Gasoline,2009.0,150000.0,CVT,144.0,915000,1.8 S,2ZR-FAE,1.8 LTR,"Quận 8, Thành phố Hồ Chí Minh, Việt Nam",2022-09-09 14:00:00
7549,Mercedes-Benz,C-Class,sedan,white,Gasoline,2007.0,240000.0,AT,231.0,560000,C 280 4MATIC AT Classic,M 272 KE 30,3.0 LTR,"Ba Đình, Hà Nội, Việt Nam",2022-09-09 14:00:00
11909,Subaru,Forester,jeep 5 doors,black,Gasoline,2012.0,138000.0,CVT,148.0,1150000,2.0i-L EyeSight 4WD,FB20,2.0 LTR,"Móng Cái, Quảng Ninh, Việt Nam",2022-09-09 14:00:00
3135,Mercedes-Benz,E-Class,sedan,white,Gasoline,,40000.0,AT,204.0,1420000,,,,"Hải Phòng, Hải Phòng, Việt Nam",2022-09-09 14:00:00
7610,Mazda,Axela,sedan,white,Gasoline,2014.0,120000.0,AT,111.0,995000, 1.5 15S,P5-VPS,1.5 LTR,"Hạ Long, Quảng Ninh, Việt Nam",2022-09-09 14:00:00
7034,Subaru,Forester,jeep 5 doors,black,Gasoline,2005.0,230000.0,AT,140.0,650000,2.0 X,EJ20,2.0 LTR,"Ba Đình, Hà Nội, Việt Nam",2022-09-09 14:00:00
929,Mazda,Demio,hatchback 5 doors,grey,Gasoline,,165000.0,AT,91.0,350000,,,,"Uông Bí, Quảng Ninh, Việt Nam",2022-09-09 15:00:00
13293,Toyota,Town Ace,minivan,white,Gasoline,,136000.0,Automatic,97.0,720000,,,,"Hai Bà Trưng, Hà Nội, Việt Nam",2022-09-09 15:00:00
12243,Hyundai,Santa Fe,jeep 5 doors,white,Diesel,2021.0,,Robot,199.0,3750000,2.2 CRDi DCT 4WD Calligraphy 5 мест,D4HE,2.2 LTR,"Hoàng Mai, Hà Nội, Việt Nam",2022-09-09 15:00:00
12548,Subaru,Impreza,hatchback 5 doors,black,Gasoline,2010.0,145000.0,AT,110.0,700000,1.5 i-S limited Premium package,EL15,1.5 LTR,"Quận 1, Thành phố Hồ Chí Minh, Việt Nam",2022-09-09 15:00:00
901,Mazda,Bongo Friendee,minivan,grey,Diesel,,230000.0,Manual,130.0,255000,,,,"Móng Cái, Quảng Ninh, Việt Nam",2022-09-09 15:00:00
8863,Toyota,Corolla Axio,sedan,white,Gasoline,2006.0,170000.0,CVT,105.0,580000,1.5 X 4WD,1NZ-FE,1.5 LTR,"Long Biên, Hà Nội, Việt Nam",2022-09-09 15:00:00
11804,Toyota,Prius,liftback,grey,Gasoline,2009.0,181000.0,CVT,99.0,725000,1.8 L,2ZR-FXE,1.8 LTR,"Bắc Từ Liêm, Hà Nội, Việt Nam",2022-09-09 15:00:00
13338,Toyota,Prius,liftback,blue,Gasoline,,357000.0,CVT,99.0,780000,,,,"Bắc Từ Liêm, Hà Nội, Việt Nam",2022-09-09 15:00:00
9915,Toyota,Land Cruiser Prado,jeep 5 doors,black,Gasoline,2002.0,230000.0,AT,249.0,900000,4.0 AT VX 5dr.,1GR-FE,4.0 LTR,"Bắc Từ Liêm, Hà Nội, Việt Nam",2022-09-09 15:00:00
9811,Toyota,Corolla Fielder,station wagon,white,Gasoline,2012.0,163000.0,CVT,103.0,710000,1.5 X 4WD,1NZ-FE,1.5 LTR,"Uông Bí, Quảng Ninh, Việt Nam",2022-09-09 15:00:00
6329,Porsche,Panamera,liftback,white,Gasoline,,35000.0,Automatic,330.0,6500000,,,,"Đông Triều, Quảng Ninh, Việt Nam",2022-09-09 15:00:00
8287,Toyota,Prius Alpha,minivan,black,Gasoline,2011.0,187000.0,CVT,99.0,1088000,1.8 G Touring selection 5 seater,2ZR-FXE,1.8 LTR,"Đông Triều, Quảng Ninh, Việt Nam",2022-09-09 15:00:00
6415,Toyota,Wish,minivan,white,Gasoline,,95000.0,CVT,143.0,1050000,,,,"Ba Đình, Hà Nội, Việt Nam",2022-09-09 15:00:00
1524,Toyota,Prius,liftback,white,Gasoline,2016.0,77000.0,CVT,98.0,1145000, 1.8 S Safety Plus,2ZR-FXE,1.8 LTR,"Đông Triều, Quảng Ninh, Việt Nam",2022-09-09 15:00:00
8477,Toyota,Aqua,hatchback 5 doors,yellow,Gasoline,2013.0,116000.0,CVT,74.0,650000,1.5 G,1NZ-FXE,1.5 LTR,"Hoàng Mai, Hà Nội, Việt Nam",2022-09-09 15:00:00
2106,Suzuki,Jimny,jeep 3 doors,black,Gasoline,2014.0,200000.0,AT,64.0,695000,660 Land Venture 4WD,K6A,0.7 LTR,"Quận 8, Thành phố Hồ Chí Minh, Việt Nam",2022-09-09 15:00:00
2107,Toyota,Land Cruiser Prado,jeep 5 doors,black,Gasoline,,62000.0,AT,249.0,5000000,,,,"Hạ Long, Quảng Ninh, Việt Nam",2022-09-09 15:00:00
14155,Toyota,Vitz,hatchback 5 doors,,Gasoline,,90000.0,CVT,71.0,505000,,,,"Bắc Từ Liêm, Hà Nội, Việt Nam",2022-09-09 15:00:00
1296,Toyota,Crown,sedan,white,Gasoline,2014.0,160000.0,CVT,178.0,1650000,Hybrid 2.5 Athlete S Black Style,2AR-FSE,2.5 LTR,"Quận 1, Thành phố Hồ Chí Minh, Việt Nam",2022-09-09 15:00:00
12311,Mazda,CX-8,jeep 5 doors,grey,Diesel,2017.0,172000.0,AT,190.0,1800000,2.2 XD Diesel Turbo 6 seat,SH-VPTS,2.2 LTR,"Đông Triều, Quảng Ninh, Việt Nam",2022-09-09 15:00:00
1771,Nissan,Teana,sedan,grey,Gasoline,2010.0,150000.0,CVT,167.0,763000,2.5 CVT Luxury Four,QR25DE,2.5 LTR,"Đông Triều, Quảng Ninh, Việt Nam",2022-09-09 16:00:00
14899,Subaru,Impreza,sedan,grey,Gasoline,2016.0,120000.0,CVT,115.0,999999,G4 1.6 i-L EyeSight 4WD,FB16,1.6 LTR,"Cầu Giấy, Hà Nội, Việt Nam",2022-09-09 16:00:00
8676,Toyota,Aqua,hatchback 5 doors,white,Gasoline,2019.0,55000.0,CVT,74.0,1195000, 1.5 Crossover Glam,1NZ-FXE,1.5 LTR,"Hạ Long, Quảng Ninh, Việt Nam",2022-09-09 16:00:00
7568,Toyota,Succeed,station wagon,white,Gasoline,,122000.0,CVT,109.0,655000,,,,"Quận 8, Thành phố Hồ Chí Minh, Việt Nam",2022-09-09 16:00:00
10555,Toyota,Succeed,station wagon,blue,Gasoline,,90000.0,CVT,109.0,830000,,,,"Quận 8, Thành phố Hồ Chí Minh, Việt Nam",2022-09-09 16:00:00
13721,Nissan,NV200,minivan,red,Gasoline,,147000.0,AT,109.0,820000,,,,"Hai Bà Trưng, Hà Nội, Việt Nam",2022-09-09 16:00:00
11512,Honda,Shuttle,station wagon,white,Gasoline,2017.0,87000.0,CVT,132.0,1035000, 1.5 G Honda Sensing,L15B,1.5 LTR,"Hạ Long, Quảng Ninh, Việt Nam",2022-09-09 16:00:00
5643,Toyota,Ipsum,minivan,silver,Gasoline,,215000.0,AT,135.0,395000,,,,"Thanh Xuân, Hà Nội, Việt Nam",2022-09-09 16:00:00
2079,Toyota,Aqua,hatchback 5 doors,white,Gasoline,2015.0,132000.0,CVT,74.0,750000, 1.5 G,1NZ-FXE,1.5 LTR,"Long Biên, Hà Nội, Việt Nam",2022-09-09 16:00:00
32,Hyundai,ix55,jeep 5 doors,silver,Diesel,2009.0,303000.0,AT,239.0,840000,3.0D Luxury+Navi,D6EA,3.0 LTR,"Hoàng Mai, Hà Nội, Việt Nam",2022-09-09 16:00:00
4567,Toyota,Harrier,jeep 5 doors,grey,Gasoline,,92000.0,CVT,151.0,2050000,,,,"Quận 8, Thành phố Hồ Chí Minh, Việt Nam",2022-09-09 16:00:00
8874,Honda,CR-V,jeep 5 doors,grey,Gasoline,,280000.0,AT,130.0,410000,,,,"Ba Đình, Hà Nội, Việt Nam",2022-09-09 16:00:00
10745,Subaru,Levorg,station wagon,black,Gasoline,2016.0,90000.0,CVT,300.0,1950000,2.0 STI Sport EyeSight 4WD,FA20,2.0 LTR,"Quận 8, Thành phố Hồ Chí Minh, Việt Nam",2022-09-09 16:00:00
9182,Toyota,Funcargo,hatchback 5 doors,blue,Gasoline,,161000.0,AT,105.0,270000,,,,"Thanh Xuân, Hà Nội, Việt Nam",2022-09-09 16:00:00
7446,Toyota,Prius,liftback,grey,Gasoline,,88000.0,CVT,76.0,780000,,,,"Uông Bí, Quảng Ninh, Việt Nam",2022-09-09 16:00:00
10056,Toyota,Land Cruiser,jeep 5 doors,white,Diesel,2015.0,102000.0,AT,249.0,5835000,4.5 TD AT Люкс Safety (5 мест) ,1VD-FTV,4.5 LTR,"Bắc Từ Liêm, Hà Nội, Việt Nam",2022-09-09 16:00:00
1101,Toyota,Aqua,hatchback 5 doors,white,Gasoline,2013.0,1000.0,CVT,74.0,535000,1.5 S,1NZ-FXE,1.5 LTR,"Hai Bà Trưng, Hà Nội, Việt Nam",2022-09-09 16:00:00
917,Mitsubishi,Delica,minivan,white,Diesel,,246000.0,AT,125.0,560000,,,,"Bắc Từ Liêm, Hà Nội, Việt Nam",2022-09-09 16:00:00
6520,Toyota,C-HR,jeep 5 doors,white,Gasoline,2017.0,68000.0,CVT,98.0,2000000,Hybrid 1.8 G LED Edition,2ZR-FXE,1.8 LTR,"Long Biên, Hà Nội, Việt Nam",2022-09-09 16:00:00
