,brand,name,bodyType,color,fuelType,year,mileage,transmission,power,price,vehicleConfiguration,engineName,engineDisplacement,location,parse_date
11082,Toyota,Corolla,sedan,white,Gasoline,1996.0,160000.0,AT,100.0,185000,1.5 SE saloon,5A-FE,1.5 LTR,"Bắc Từ Liêm, Hà Nội, Việt Nam",2022-08-20 04:00:00
3751,Daihatsu,Coo,hatchback 5 doors,white,Gasoline,2006.0,161000.0,AT,92.0,430000,1.3 CL,K3-VE,1.3 LTR,"Ba Đình, Hà Nội, Việt Nam",2022-08-20 04:00:00
4102,Toyota,C-HR,jeep 5 doors,black,Gasoline,2017.0,55000.0,CVT,98.0,1730000,Hybrid 1.8 G LED Edition,2ZR-FXE,1.8 LTR,"Quận 8, Thành phố Hồ Chí Minh, Việt Nam",2022-08-20 04:00:00
14797,Nissan,Primera,sedan,grey,Gasoline,,341000.0,AT,125.0,150000,,,,"Thanh Xuân, Hà Nội, Việt Nam",2022-08-20 04:00:00
1575,Toyota,Land Cruiser Prado,jeep 5 doors,blue,Diesel,1991.0,200000.0,AT,97.0,1430000,2.4DT 70 Prado EX,2L-TE,2.4 LTR,"Đông Triều, Quảng Ninh, Việt Nam",2022-08-20 04:00:00
13529,Honda,Fit,hatchback 5 doors,white,Gasoline,2007.0,150000.0,CVT,86.0,385000,1.3A HDD navi HID edition,L13A,1.3 LTR,"Móng Cái, Quảng Ninh, Việt Nam",2022-08-20 04:00:00
14976,Honda,Fit,hatchback 5 doors,grey,Gasoline,2015.0,96000.0,Robot,110.0,850000,1.5 Hybrid L Package,LEB,1.5 LTR,"Bắc Từ Liêm, Hà Nội, Việt Nam",2022-08-20 04:00:00
3229,Lexus,LS600hL,sedan,black,Gasoline,2007.0,125000.0,CVT,394.0,1555000,5.0 CVT Premium,2UR-FSE,5.0 LTR,"Hoàng Mai, Hà Nội, Việt Nam",2022-08-20 04:00:00
13172,Honda,HR-V,jeep 3 doors,white,Gasoline,1999.0,257000.0,CVT,105.0,300000,1.6 J4,D16A,1.6 LTR,"Hạ Long, Quảng Ninh, Việt Nam",2022-08-20 04:00:00
6467,Mercedes-Benz,S-Class,sedan,silver,Gasoline,,130000.0,Automatic,250.0,465000,,,,"Hai Bà Trưng, Hà Nội, Việt Nam",2022-08-20 04:00:00
6077,Honda,CR-Z,hatchback 3 door,red,Gasoline,2010.0,128000.0,CVT,113.0,656000,1.5 Alpha,LEA,1.5 LTR,"Bắc Từ Liêm, Hà Nội, Việt Nam",2022-08-20 04:00:00
6437,Nissan,Avenir,station wagon,,Diesel,,133000.0,Manual,76.0,77000,,,,"Móng Cái, Quảng Ninh, Việt Nam",2022-08-20 04:00:00
11063,Honda,Fit Shuttle,station wagon,violet,Gasoline,2013.0,118000.0,CVT,120.0,850000,1.5 15C,L15A,1.5 LTR,"Móng Cái, Quảng Ninh, Việt Nam",2022-08-20 04:00:00
8421,Honda,Accord,sedan,black,Gasoline,2008.0,222000.0,AT,201.0,820000,2.4 AT Type-S,K24Z3,2.4 LTR,"Uông Bí, Quảng Ninh, Việt Nam",2022-08-20 04:00:00
7203,Toyota,Estima,minivan,black,Gasoline,,88000.0,CVT,170.0,415000,,,,"Bắc Từ Liêm, Hà Nội, Việt Nam",2022-08-20 05:00:00
1862,Toyota,Land Cruiser Prado,jeep 5 doors,silver,Gasoline,,230000.0,AT,185.0,975000,,,,"Hạ Long, Quảng Ninh, Việt Nam",2022-08-20 05:00:00
1147,Ford,Escape,jeep 5 doors,red,Gasoline,2000.0,175000.0,AT,203.0,300000,3.0 XLT 4WD,AJ,3.0 LTR,"Hoàng Mai, Hà Nội, Việt Nam",2022-08-20 05:00:00
9600,Honda,Edix,minivan,,Gasoline,,180000.0,Automatic,130.0,590000,,,,"Móng Cái, Quảng Ninh, Việt Nam",2022-08-20 05:00:00
10989,Mazda,Demio,hatchback 5 doors,black,Gasoline,,200000.0,AT,91.0,360000,,,,"Hạ Long, Quảng Ninh, Việt Nam",2022-08-20 05:00:00
14646,Toyota,Crown,sedan,,Gasoline,,150000.0,AT,200.0,100000,,,,"Cầu Giấy, Hà Nội, Việt Nam",2022-08-20 05:00:00
6105,Toyota,Crown,sedan,white,Gasoline,2018.0,74000.0,CVT,184.0,2520000,2.5 G,A25A-FXS,2.5 LTR,"Quận 8, Thành phố Hồ Chí Minh, Việt Nam",2022-08-20 05:00:00
10336,Honda,Vezel,jeep 5 doors,grey,Gasoline,2016.0,17000.0,Robot,132.0,1585000,1.5 Hybrid X Honda Sensing,LEB,1.5 LTR,"Quận 1, Thành phố Hồ Chí Minh, Việt Nam",2022-08-20 05:00:00
4752,Honda,Accord,sedan,black,Gasoline,2013.0,200000.0,CVT,143.0,1340000,Plug-In Hybrid 2.0 SX,LFA,2.0 LTR,"Hải Phòng, Hải Phòng, Việt Nam",2022-08-20 05:00:00
12769,Mitsubishi,Lancer,station wagon,white,Gasoline,,238000.0,AT,90.0,150000,,,,"Uông Bí, Quảng Ninh, Việt Nam",2022-08-20 05:00:00
5267,Honda,HR-V,jeep 3 doors,blue,Gasoline,,265000.0,CVT,105.0,405000,,,,"Quận 1, Thành phố Hồ Chí Minh, Việt Nam",2022-08-20 05:00:00
8693,Honda,Fit Shuttle,station wagon,white,Gasoline,2012.0,137000.0,CVT,88.0,749000,1.3 C,LDA,1.3 LTR,"Thanh Xuân, Hà Nội, Việt Nam",2022-08-20 05:00:00
11623,Mitsubishi,Mirage,hatchback 5 doors,grey,Gasoline,2012.0,113000.0,CVT,69.0,420000,1.0 G,3A90,1.0 LTR,"Móng Cái, Quảng Ninh, Việt Nam",2022-08-20 05:00:00
1288,Toyota,Harrier,jeep 5 doors,black,Gasoline,2017.0,25000.0,CVT,152.0,3199999,2.5 Hybrid E-Four Progress Metal and Leather Package 4WD,2AR-FXE,2.5 LTR,"Hoàng Mai, Hà Nội, Việt Nam",2022-08-20 05:00:00
2922,Toyota,Land Cruiser,jeep 5 doors,black,Diesel,2015.0,120000.0,AT,249.0,7100000,4.5 TD AT Люкс Safety (5 мест) ,1VD-FTV,4.5 LTR,"Cầu Giấy, Hà Nội, Việt Nam",2022-08-20 05:00:00
14607,Toyota,Probox,station wagon,white,Gasoline,2016.0,156000.0,CVT,103.0,855000, 1.5 F 4WD,1NZ-FE,1.5 LTR,"Ba Đình, Hà Nội, Việt Nam",2022-08-20 05:00:00
8042,Infiniti,QX56,jeep 5 doors,white,Gasoline,2010.0,105000.0,AT,405.0,2150000,5.6 QX56 Hi-tech 7-местный,VK56VD,5.6 LTR,"Quận 8, Thành phố Hồ Chí Minh, Việt Nam",2022-08-20 05:00:00
14421,Toyota,Land Cruiser Prado,jeep 5 doors,grey,Gasoline,2015.0,78000.0,AT,163.0,3220000, 2.7 TX L Package 5 seat 4WD,2TR-FE,2.7 LTR,"Hải Phòng, Hải Phòng, Việt Nam",2022-08-20 05:00:00
11529,Lexus,CT200h,hatchback 5 doors,white,Gasoline,,190000.0,CVT,99.0,1120000,,,,"Bắc Từ Liêm, Hà Nội, Việt Nam",2022-08-20 05:00:00
2926,Honda,Stepwgn,minivan,black,Gasoline,2017.0,105000.0,CVT,150.0,2065000,1.5 Spada Honda Sensing 7 seater 4WD,L15B,1.5 LTR,"Cầu Giấy, Hà Nội, Việt Nam",2022-08-20 05:00:00
12905,Hyundai,Staria,minivan,white,Diesel,,29000.0,AT,177.0,3290000,,,,"Móng Cái, Quảng Ninh, Việt Nam",2022-08-20 05:00:00
10883,BMW,M5,sedan,grey,Gasoline,,46000.0,Automatic,600.0,8000000,,,,"Hoàng Mai, Hà Nội, Việt Nam",2022-08-20 05:00:00
7605,Toyota,Mark X,sedan,grey,Gasoline,2006.0,215000.0,AT,215.0,800000,2.5 250G,4GR-FSE,2.5 LTR,"Quận 1, Thành phố Hồ Chí Minh, Việt Nam",2022-08-20 05:00:00
14375,Nissan,Note,hatchback 5 doors,red,Gasoline,2013.0,89000.0,CVT,98.0,735000,1.2 S DIG-S,HR12DDR,1.2 LTR,"Quận 8, Thành phố Hồ Chí Minh, Việt Nam",2022-08-20 06:00:00
7569,Honda,Odyssey,minivan,silver,Gasoline,2004.0,215000.0,AT,160.0,630000,2.4 S ,K24A,2.4 LTR,"Quận 1, Thành phố Hồ Chí Minh, Việt Nam",2022-08-20 06:00:00
5038,Nissan,X-Trail,jeep 5 doors,white,Gasoline,2017.0,80000.0,CVT,147.0,1655000,2.0 20X 5-seat,MR20DD,2.0 LTR,"Uông Bí, Quảng Ninh, Việt Nam",2022-08-20 06:00:00
7923,Daihatsu,Move,hatchback 5 doors,white,Gasoline,2015.0,100000.0,CVT,52.0,533000, 660 Custom X 20th Anniversary Gold Edition  SAII,KF,0.7 LTR,"Hai Bà Trưng, Hà Nội, Việt Nam",2022-08-20 06:00:00
5350,Nissan,X-Trail,jeep 5 doors,black,Gasoline,2012.0,169000.0,CVT,137.0,1000000,2.0 20Xtt 4WD,MR20DE,2.0 LTR,"Long Biên, Hà Nội, Việt Nam",2022-08-20 06:00:00
3706,Toyota,Corona,sedan,white,Gasoline,1992.0,293000.0,AT,115.0,135000,1.6 EX saloon,4A-FE,1.6 LTR,"Hoàng Mai, Hà Nội, Việt Nam",2022-08-20 06:00:00
8142,Nissan,Terrano,jeep 5 doors,black,Diesel,,210000.0,Manual,130.0,345000,,,,"Hoàng Mai, Hà Nội, Việt Nam",2022-08-20 06:00:00
2187,Toyota,Prius,liftback,black,Gasoline,2015.0,115000.0,CVT,98.0,1155000, 1.8 S,2ZR-FXE,1.8 LTR,"Uông Bí, Quảng Ninh, Việt Nam",2022-08-20 06:00:00
6718,Toyota,Land Cruiser,jeep 5 doors,grey,Diesel,,300000.0,Manual,,1250000,,,,"Thanh Xuân, Hà Nội, Việt Nam",2022-08-20 06:00:00
11036,Honda,HR-V,jeep 5 doors,violet,Gasoline,,290000.0,CVT,105.0,370000,,,,"Uông Bí, Quảng Ninh, Việt Nam",2022-08-20 06:00:00
718,Honda,Vezel,jeep 5 doors,white,Gasoline,2015.0,99000.0,Robot,132.0,1420000,1.5 Hybrid X L Package 4WD,LEB,1.5 LTR,"Cầu Giấy, Hà Nội, Việt Nam",2022-08-20 06:00:00
12602,Suzuki,Jimny Sierra,jeep 3 doors,white,Gasoline,2008.0,157000.0,AT,88.0,900000,1.3 Wild Wind 4WD,M13A,1.3 LTR,"Hai Bà Trưng, Hà Nội, Việt Nam",2022-08-20 06:00:00
14285,Toyota,Allion,sedan,grey,Gasoline,2007.0,245000.0,CVT,110.0,680000,1.5 A15 G package,1NZ-FE,1.5 LTR,"Quận 1, Thành phố Hồ Chí Minh, Việt Nam",2022-08-20 06:00:00
4994,Toyota,Corona,sedan,green,Gasoline,1994.0,300000.0,AT,135.0,145000,2.0 EX saloon,3S-FE,2.0 LTR,"Đông Triều, Quảng Ninh, Việt Nam",2022-08-20 06:00:00
994,Nissan,NV200,minivan,white,Gasoline,2014.0,117000.0,AT,109.0,885000, 1.6 16X-3R,HR16DE,1.6 LTR,"Hai Bà Trưng, Hà Nội, Việt Nam",2022-08-20 06:00:00
14664,Toyota,Crown,sedan,black,Gasoline,2018.0,66000.0,CVT,184.0,2620000,2.5 G,A25A-FXS,2.5 LTR,"Móng Cái, Quảng Ninh, Việt Nam",2022-08-20 06:00:00
792,Daihatsu,YRV,hatchback 5 doors,blue,Gasoline,2000.0,206000.0,AT,90.0,150000,1.3,K3-VE,1.3 LTR,"Hoàng Mai, Hà Nội, Việt Nam",2022-08-20 06:00:00
4869,Toyota,Mark II,sedan,grey,Gasoline,1994.0,247000.0,AT,180.0,245000,2.5 Grande G,1JZ-GE,2.5 LTR,"Quận 1, Thành phố Hồ Chí Minh, Việt Nam",2022-08-20 06:00:00
642,Honda,Fit Shuttle,station wagon,violet,Gasoline,2013.0,118000.0,CVT,120.0,850007,1.5 15C,L15A,1.5 LTR,"Thanh Xuân, Hà Nội, Việt Nam",2022-08-20 06:00:00
10214,Toyota,Venza,jeep 5 doors,black,Gasoline,2013.0,74000.0,AT,185.0,1850000,2.7 AT 4WD Престиж,1AR-FE,2.7 LTR,"Uông Bí, Quảng Ninh, Việt Nam",2022-08-20 06:00:00
12649,Nissan,Tiida Latio,sedan,grey,Gasoline,,120000.0,AT,109.0,470000,,,,"Long Biên, Hà Nội, Việt Nam",2022-08-20 07:00:00
14432,Honda,Accord,sedan,black,Gasoline,2013.0,130000.0,CVT,143.0,1550000,Plug-In Hybrid 2.0 SX,LFA,2.0 LTR,"Quận 1, Thành phố Hồ Chí Minh, Việt Nam",2022-08-20 07:00:00
6563,Honda,Fit,hatchback 5 doors,black,Gasoline,,200000.0,CVT,86.0,315000,,,,"Thanh Xuân, Hà Nội, Việt Nam",2022-08-20 07:00:00
6314,Lexus,LS500,sedan,silver,Gasoline,2017.0,53000.0,AT,422.0,4500000,500 F Sport 4WD,V35A-FTS,3.4 LTR,"Cầu Giấy, Hà Nội, Việt Nam",2022-08-20 07:00:00
12684,Nissan,Note,hatchback 5 doors,white,Gasoline,,92000.0,CVT,98.0,580000,,,,"Thanh Xuân, Hà Nội, Việt Nam",2022-08-20 07:00:00
485,Honda,N-BOX,hatchback 5 doors,violet,Gasoline,2012.0,129000.0,CVT,58.0,600000,660 Custom G 4WD,S07A,0.7 LTR,"Hải Phòng, Hải Phòng, Việt Nam",2022-08-20 07:00:00
9789,Subaru,XV,jeep 5 doors,black,Gasoline,2016.0,90000.0,CVT,150.0,1160000, Hybrid 2.0 tS 4WD,FB20,2.0 LTR,"Thanh Xuân, Hà Nội, Việt Nam",2022-08-20 07:00:00
11874,Toyota,Crown,sedan,white,Gasoline,2016.0,27000.0,CVT,178.0,2250000,Hybrid 2.5 Athlete S,2AR-FSE,2.5 LTR,"Bắc Từ Liêm, Hà Nội, Việt Nam",2022-08-20 07:00:00
13805,Subaru,Forester,jeep 5 doors,grey,Gasoline,2011.0,127000.0,AT,148.0,950000,2.0 X S Style 4WD,FB20,2.0 LTR,"Hải Phòng, Hải Phòng, Việt Nam",2022-08-20 07:00:00
3423,Toyota,Mark II,sedan,white,Gasoline,2003.0,320000.0,AT,160.0,489990,2.0 Grande Four,1G-FE,2.0 LTR,"Thanh Xuân, Hà Nội, Việt Nam",2022-08-20 07:00:00
12925,Toyota,Auris,hatchback 5 doors,white,Gasoline,,120000.0,CVT,108.0,950000,,,,"Móng Cái, Quảng Ninh, Việt Nam",2022-08-20 07:00:00
10232,Mitsubishi,Outlander,jeep 5 doors,white,Gasoline,2015.0,98000.0,AT,118.0,1755000,PHEV 2.0 G NAVI Package 4WD,4B11,2.0 LTR,"Uông Bí, Quảng Ninh, Việt Nam",2022-08-20 07:00:00
13452,Hyundai,Santa Fe,jeep 5 doors,blue,Diesel,,44000.0,AT,202.0,2700000,,,,"Hoàng Mai, Hà Nội, Việt Nam",2022-08-20 07:00:00
13162,Nissan,Juke,jeep 5 doors,red,Gasoline,2011.0,124000.0,CVT,114.0,700000,1.5 15RS Urban selection,HR15DE,1.5 LTR,"Đông Triều, Quảng Ninh, Việt Nam",2022-08-20 07:00:00
8901,Subaru,Levorg,station wagon,grey,Gasoline,,109000.0,CVT,170.0,1250000,,,,"Thanh Xuân, Hà Nội, Việt Nam",2022-08-20 07:00:00
13305,Toyota,Town Ace,minivan,,Gasoline,,101000.0,AT,97.0,995000,,,,"Hạ Long, Quảng Ninh, Việt Nam",2022-08-20 07:00:00
11889,Nissan,Note,hatchback 5 doors,grey,Gasoline,2015.0,128000.0,CVT,98.0,900000, 1.2 NISMO,HR12DDR,1.2 LTR,"Cầu Giấy, Hà Nội, Việt Nam",2022-08-20 07:00:00
8916,Honda,Logo,hatchback 5 doors,grey,Gasoline,,235000.0,AT,66.0,40000,,,,"Hải Phòng, Hải Phòng, Việt Nam",2022-08-20 07:00:00
14782,Lexus,RX450h,jeep 5 doors,grey,Gasoline,2009.0,230000.0,AT,249.0,1700000,3.5 CVT 4WD,2GR-FXE,3.5 LTR,"Móng Cái, Quảng Ninh, Việt Nam",2022-08-20 07:00:00
4717,Toyota,Land Cruiser Prado,jeep 5 doors,grey,Gasoline,2004.0,225000.0,AT,249.0,1650000,4.0 AT VX 5dr.,1GR-FE,4.0 LTR,"Đông Triều, Quảng Ninh, Việt Nam",2022-08-20 07:00:00
14788,Nissan,Tiida,hatchback 5 doors,white,Gasoline,,147000.0,CVT,109.0,495000,,,,"Hải Phòng, Hải Phòng, Việt Nam",2022-08-20 07:00:00
13328,Toyota,Prius Alpha,minivan,white,Gasoline,2011.0,169000.0,CVT,99.0,1010000,1.8 G Touring selection 5 seater,2ZR-FXE,1.8 LTR,"Ba Đình, Hà Nội, Việt Nam",2022-08-20 07:00:00
1729,Suzuki,Solio,hatchback 5 doors,blue,Gasoline,2015.0,77000.0,CVT,91.0,675000, 1.2 G,K12C,1.2 LTR,"Quận 1, Thành phố Hồ Chí Minh, Việt Nam",2022-08-20 07:00:00
7271,Subaru,XV,jeep 5 doors,black,Gasoline,,64000.0,CVT,154.0,1630000,,,,"Uông Bí, Quảng Ninh, Việt Nam",2022-08-20 08:00:00
8388,Honda,Stream,minivan,,Gasoline,2009.0,108000.0,AT,140.0,825000,1.8 ZS HDD NAVI package ,R18A,1.8 LTR,"Móng Cái, Quảng Ninh, Việt Nam",2022-08-20 08:00:00
13128,Mitsubishi,Pajero,jeep 5 doors,red,Diesel,,389000.0,Manual,105.0,400000,,,,"Hải Phòng, Hải Phòng, Việt Nam",2022-08-20 08:00:00
4099,Honda,Stream,minivan,brown,Gasoline,2007.0,192000.0,AT,140.0,730000,1.8 RSZ,R18A,1.8 LTR,"Bắc Từ Liêm, Hà Nội, Việt Nam",2022-08-20 08:00:00
6484,BMW,5-Series,sedan,white,Gasoline,,18000.0,Automatic,249.0,2750000,,,,"Bắc Từ Liêm, Hà Nội, Việt Nam",2022-08-20 08:00:00
771,Land Rover,Range Rover Sport,jeep 5 doors,grey,Diesel,2009.0,137000.0,AT,245.0,1870870,3.0 TD AT HSE ,30DDTX,3.0 LTR,"Hạ Long, Quảng Ninh, Việt Nam",2022-08-20 08:00:00
13860,Toyota,Prius,liftback,white,Gasoline,,222000.0,CVT,76.0,485000,,,,"Quận 1, Thành phố Hồ Chí Minh, Việt Nam",2022-08-20 08:00:00
5621,BMW,X5,jeep 5 doors,white,Gasoline,2013.0,173000.0,AT,306.0,3100000,xDrive 35i AT,N55B30,3.0 LTR,"Đông Triều, Quảng Ninh, Việt Nam",2022-08-20 08:00:00
6894,Subaru,Levorg,station wagon,grey,Gasoline,,109000.0,CVT,170.0,1250000,,,,"Cầu Giấy, Hà Nội, Việt Nam",2022-08-20 08:00:00
2471,BMW,5-Series,sedan,white,Gasoline,,18000.0,Automatic,249.0,2750000,,,,"Long Biên, Hà Nội, Việt Nam",2022-08-20 08:00:00
12012,Toyota,Passo,hatchback 5 doors,white,Gasoline,2006.0,87000.0,AT,71.0,355000,1.0 X advanced edition,1KR-FE,1.0 LTR,"Hai Bà Trưng, Hà Nội, Việt Nam",2022-08-20 08:00:00
1270,Toyota,Hilux Surf,jeep 5 doors,silver,Gasoline,2002.0,250000.0,AT,185.0,1400000,3.4 SSR-G,5VZ-FE,3.4 LTR,"Uông Bí, Quảng Ninh, Việt Nam",2022-08-20 08:00:00
13395,Nissan,Juke,jeep 5 doors,black,Gasoline,2012.0,117000.0,CVT,114.0,670000,1.5 15RS type V,HR15DE,1.5 LTR,"Quận 8, Thành phố Hồ Chí Minh, Việt Nam",2022-08-20 08:00:00
10435,Nissan,Tino,minivan,white,Gasoline,1998.0,347000.0,AT,120.0,250000,1.8 1.8G,QG18DE,1.8 LTR,"Long Biên, Hà Nội, Việt Nam",2022-08-20 08:00:00
8327,Toyota,Probox,station wagon,white,Gasoline,2016.0,112000.0,CVT,109.0,770000, 1.5 GL,1NZ-FE,1.5 LTR,"Hạ Long, Quảng Ninh, Việt Nam",2022-08-20 09:00:00
6135,Toyota,Prius,liftback,grey,Gasoline,,126000.0,CVT,98.0,1600000,,,,"Uông Bí, Quảng Ninh, Việt Nam",2022-08-20 09:00:00
4317,Subaru,XV,jeep 5 doors,white,Gasoline,2013.0,96000.0,CVT,150.0,1370000,Hybrid 2.0i-L EyeSight 4WD,FB20,2.0 LTR,"Hoàng Mai, Hà Nội, Việt Nam",2022-08-20 09:00:00
2479,Nissan,Terrano,jeep 5 doors,silver,Diesel,,198000.0,AT,100.0,370000,,,,"Ba Đình, Hà Nội, Việt Nam",2022-08-20 09:00:00
14620,Honda,Fit Shuttle,station wagon,white,Gasoline,2013.0,180000.0,AT,120.0,780000,1.5 15X Cool Edition 4WD,L15A,1.5 LTR,"Móng Cái, Quảng Ninh, Việt Nam",2022-08-20 09:00:00
8146,Daihatsu,Terios,jeep 5 doors,grey,Gasoline,2000.0,179000.0,AT,140.0,290000,1.3 turbo aero down custom,K3-VET,1.3 LTR,"Uông Bí, Quảng Ninh, Việt Nam",2022-08-20 09:00:00
3962,Toyota,Alphard,minivan,,Gasoline,2008.0,181000.0,AT,280.0,665000,3.5 350S C package ,2GR-FE,3.5 LTR,"Đông Triều, Quảng Ninh, Việt Nam",2022-08-20 09:00:00
6438,Nissan,Gloria,sedan,blue,Gasoline,1999.0,269000.0,AT,240.0,370000,3.0 300TX,VQ30DD,3.0 LTR,"Hải Phòng, Hải Phòng, Việt Nam",2022-08-20 09:00:00
2726,Honda,Vezel,jeep 5 doors,white,Gasoline,2015.0,99000.0,Robot,132.0,1420000,1.5 Hybrid X L Package 4WD,LEB,1.5 LTR,"Móng Cái, Quảng Ninh, Việt Nam",2022-08-20 09:00:00
10942,Lada,4x4 Urban,jeep 3 doors,brown,Gasoline,2018.0,44000.0,Manual,83.0,730000,1.7 MT Luxe 3 дв.,VAZ-21214,1.7 LTR,"Hạ Long, Quảng Ninh, Việt Nam",2022-08-20 09:00:00
840,Lada,2105,sedan,blue,Gasoline,2006.0,49000.0,Manual,72.0,130000,1.6 MT 21054-30,VAZ-21067,1.6 LTR,"Bắc Từ Liêm, Hà Nội, Việt Nam",2022-08-20 09:00:00
33,Lexus,RX200t,jeep 5 doors,silver,Gasoline,2016.0,151000.0,AT,238.0,3400000,2.0t AT AWD Luxury,8AR-FTS,2.0 LTR,"Long Biên, Hà Nội, Việt Nam",2022-08-20 09:00:00
11630,Toyota,Town Ace,minivan,brown,Diesel,,1000.0,Manual,85.0,150000,,,,"Cầu Giấy, Hà Nội, Việt Nam",2022-08-20 09:00:00
4088,Toyota,Land Cruiser Prado,jeep 5 doors,black,Diesel,2010.0,176000.0,AT,173.0,2549000,3.0 AT 5dr.,1KD-FTV,3.0 LTR,"Móng Cái, Quảng Ninh, Việt Nam",2022-08-20 09:00:00
4660,Toyota,RAV4,jeep 5 doors,,Gasoline,2019.0,30000.0,CVT,171.0,2655000,2.0 G Z Package 4WD,M20A-FKS,2.0 LTR,"Ba Đình, Hà Nội, Việt Nam",2022-08-20 09:00:00
6538,Toyota,Corona Premio,sedan,grey,Gasoline,1997.0,136000.0,AT,115.0,230000,1.8 E,7A-FE,1.8 LTR,"Hải Phòng, Hải Phòng, Việt Nam",2022-08-20 09:00:00
1914,Honda,Fit,hatchback 5 doors,blue,Gasoline,2013.0,128000.0,CVT,100.0,450000,1.3 13G L Package,L13B,1.3 LTR,"Thanh Xuân, Hà Nội, Việt Nam",2022-08-20 09:00:00
1440,Honda,Avancier,station wagon,black,Gasoline,1999.0,300000.0,AT,150.0,340000,2.3 L,F23A,2.3 LTR,"Hoàng Mai, Hà Nội, Việt Nam",2022-08-20 10:00:00
1904,Lexus,GS300h,sedan,white,Gasoline,2017.0,97000.0,CVT,178.0,2500000, 300h I Package,2AR-FSE,2.5 LTR,"Hải Phòng, Hải Phòng, Việt Nam",2022-08-20 10:00:00
1749,Toyota,Land Cruiser Prado,jeep 5 doors,green,Gasoline,1997.0,280000.0,AT,150.0,850000,2.7 TX package II 8 seat,3RZ-FE,2.7 LTR,"Thanh Xuân, Hà Nội, Việt Nam",2022-08-20 10:00:00
4350,Toyota,Sienta,minivan,,Gasoline,2018.0,30000.0,CVT,109.0,1380000,1.5 G Cuero,2NR-FKE,1.5 LTR,"Long Biên, Hà Nội, Việt Nam",2022-08-20 10:00:00
7276,Toyota,Land Cruiser Prado,jeep 5 doors,white,Gasoline,2020.0,14000.0,AT,163.0,4150000, 2.7 TX L Package 5 seat 4WD,2TR-FE,2.7 LTR,"Cầu Giấy, Hà Nội, Việt Nam",2022-08-20 10:00:00
2143,Toyota,Ipsum,minivan,black,Gasoline,1998.0,259000.0,AT,135.0,367000,2.0 aero touring,3S-FE,2.0 LTR,"Quận 1, Thành phố Hồ Chí Minh, Việt Nam",2022-08-20 10:00:00
11419,Toyota,Harrier,jeep 5 doors,silver,Gasoline,1997.0,466000.0,AT,220.0,530000,3.0 FOUR,1MZ-FE,3.0 LTR,"Hai Bà Trưng, Hà Nội, Việt Nam",2022-08-20 10:00:00
2142,Nissan,Terrano,jeep 5 doors,black,Diesel,,210000.0,Manual,130.0,345000,,,,"Hạ Long, Quảng Ninh, Việt Nam",2022-08-20 10:00:00
10052,Toyota,Vitz,hatchback 5 doors,white,Gasoline,2015.0,30000.0,CVT,99.0,945000, 1.3 U,1NR-FKE,1.3 LTR,"Cầu Giấy, Hà Nội, Việt Nam",2022-08-20 10:00:00
8580,Toyota,Hiace,minivan,white,Diesel,,390000.0,AT,130.0,630000,,,,"Bắc Từ Liêm, Hà Nội, Việt Nam",2022-08-20 10:00:00
14959,Subaru,XV,jeep 5 doors,white,Gasoline,2017.0,113000.0,CVT,154.0,1950000,2.0i-L EyeSight 4WD,FB20,2.0 LTR,"Hai Bà Trưng, Hà Nội, Việt Nam",2022-08-20 10:00:00
12595,Honda,Partner,station wagon,white,Gasoline,,219000.0,AT,90.0,450000,,,,"Đông Triều, Quảng Ninh, Việt Nam",2022-08-20 10:00:00
7370,Honda,Fit,hatchback 5 doors,white,Gasoline,2014.0,57000.0,CVT,100.0,825000, 1.3 13G,L13B,1.3 LTR,"Uông Bí, Quảng Ninh, Việt Nam",2022-08-20 10:00:00
801,Honda,Vezel,jeep 5 doors,black,Gasoline,2016.0,53000.0,Robot,132.0,1515000,1.5 Hybrid Z Honda Sensing,LEB,1.5 LTR,"Ba Đình, Hà Nội, Việt Nam",2022-08-20 10:00:00
9113,Toyota,Land Cruiser Prado,jeep 5 doors,white,Gasoline,2005.0,180000.0,AT,163.0,1875000,2.7 Prado TX,2TR-FE,2.7 LTR,"Thanh Xuân, Hà Nội, Việt Nam",2022-08-20 10:00:00
4966,Toyota,Noah,minivan,black,Gasoline,,75000.0,CVT,99.0,2230000,,,,"Thanh Xuân, Hà Nội, Việt Nam",2022-08-20 10:00:00
7484,Lexus,GX460,jeep 5 doors,white,Gasoline,2013.0,98000.0,AT,296.0,3500000,4.6 AT Executive 5S,1UR-FE,4.6 LTR,"Bắc Từ Liêm, Hà Nội, Việt Nam",2022-08-20 10:00:00
895,Subaru,Forester,jeep 5 doors,golden,Gasoline,,133000.0,CVT,148.0,1290000,,,,"Đông Triều, Quảng Ninh, Việt Nam",2022-08-20 10:00:00
12184,Toyota,Voxy,minivan,black,Gasoline,2017.0,79000.0,CVT,99.0,1865000, 1.8 Hybrid ZS Kirameki (7 Seater),2ZR-FXE,1.8 LTR,"Hạ Long, Quảng Ninh, Việt Nam",2022-08-20 10:00:00
12756,Nissan,Patrol,jeep 5 doors,grey,Gasoline,,175000.0,AT,405.0,2230000,,,,"Uông Bí, Quảng Ninh, Việt Nam",2022-08-20 10:00:00
3013,Nissan,Note,hatchback 5 doors,black,Gasoline,2015.0,98000.0,CVT,98.0,685000, 1.2 Medalist,HR12DDR,1.2 LTR,"Hai Bà Trưng, Hà Nội, Việt Nam",2022-08-20 10:00:00
