,brand,name,bodyType,color,fuelType,year,mileage,transmission,power,price,vehicleConfiguration,engineName,engineDisplacement,location,parse_date
610,Lexus,LX570,jeep 5 doors,black,GasolineMixBlack,,226000.0,AT,367.0,4100000,,,,"Hải Phòng, Hải Phòng, Việt Nam",2022-08-20 04:00:00
993,Toyota,Hiace,minivan,grey,Diesel,,193000.0,Automatic,144.0,1551000,,,,"Hai Bà Trưng, Hà Nội, Việt Nam",2022-08-20 05:00:00
531,Nissan,Note,hatchback 5 doors,whitemixblack,GasolineMixBlack,2013.0,1000.0,CVT,98.0,641000,1.2 Medalist,HR12DDR,1.2 LTR,"Móng Cái, Quảng Ninh, Việt Nam",2022-08-20 06:00:00
656,Lada,Priora,sedan,silver,GasolineMixBlack,2007.0,135000.0,Manual,98.0,245000,1.6 MT Люкс 21703-03-031,VAZ-21126,1.6 LTR,"Quận 1, Thành phố Hồ Chí Minh, Việt Nam",2022-08-20 07:00:00
210,Lexus,RX350,jeep 5 doors,whitemixblack,GasolineMixBlack,2019.0,26000.0,AT,300.0,6310000,3.5 AT F Sport,2GR-FKS ,3.5 LTR,"Quận 8, Thành phố Hồ Chí Minh, Việt Nam",2022-08-20 08:00:00
951,Nissan,Teana,sedan,grey,GasolineMixBlack,2016.0,21000.0,CVT,173.0,1651000, 2.5 XL Navi AVM Package,QR25DE,2.5 LTR,"Hạ Long, Quảng Ninh, Việt Nam",2022-08-20 09:00:00
522,Honda,Fit,hatchback 5 doors,grey,GasolineMixBlack,,81000.0,CVT,130.0,691000,,,,"Đông Triều, Quảng Ninh, Việt Nam",2022-08-20 10:00:00
215,Toyota,Succeed,station wagon,grey,GasolineMixBlack,2016.0,172000.0,CVT,109.0,751000, 1.5 UL,1NZ-FE,1.5 LTR,"Hải Phòng, Hải Phòng, Việt Nam",2022-08-20 10:00:00
389,Toyota,Prius,liftback,grey,GasolineMixBlack,2009.0,210000.0,CVT,76.0,715000,1.5 EX,1NZ-FXE,1.5 LTR,"Uông Bí, Quảng Ninh, Việt Nam",2022-08-20 11:00:00
429,Mazda,CX-8,jeep 5 doors,grey,Diesel,,51000.0,AT,190.0,2210000,,,,"Hải Phòng, Hải Phòng, Việt Nam",2022-08-20 11:00:00
705,Toyota,Corolla Fielder,station wagon,grey,GasolineMixBlack,2012.0,128000.0,CVT,103.0,751000,1.5 G 4WD,1NZ-FE,1.5 LTR,"Cầu Giấy, Hà Nội, Việt Nam",2022-08-20 12:00:00
164,Toyota,white,sedan,burgundy,GasolineMixBlack,2016.0,18000.0,CVT,143.0,1465000, 1.8 X EX Package,2ZR-FAE,1.8 LTR,"Móng Cái, Quảng Ninh, Việt Nam",2022-08-20 13:00:00
352,Toyota,Harrier,jeep 5 doors,black,GasolineMixBlack,2014.0,163000.0,CVT,152.0,2211000,2.5 Hybrid E-Four Elegance,2AR-FXE,2.5 LTR,"Móng Cái, Quảng Ninh, Việt Nam",2022-08-20 13:00:00
515,Toyota,Corolla,sedan,whitemixblack,GasolineMixBlack,1997.0,74000.0,Manual,110.0,321000,1.6 XE saloon,4A-FE,1.6 LTR,"Đông Triều, Quảng Ninh, Việt Nam",2022-08-20 15:00:00
240,Toyota,Land Cruiser Prado,jeep 5 doors,whitemixblack,GasolineMixBlack,2021.0,13000.0,AT,163.0,4251000, 2.7 TX L Package 7 seat 4WD,2TR-FE,2.7 LTR,"Hải Phòng, Hải Phòng, Việt Nam",2022-08-20 15:00:00
140,Toyota,Ipsum,minivan,black,GasolineMixBlack,1998.0,259000.0,AT,135.0,367000,2.0 aero touring,3S-FE,2.0 LTR,"Quận 1, Thành phố Hồ Chí Minh, Việt Nam",2022-08-20 16:00:00
177,Suzuki,Jimny Sierra,jeep 3 doors,,GasolineMixBlack,2018.0,21000.0,AT,102.0,1999999,1.5 JL Safety Support 4WD,K15B,1.5 LTR,"Hai Bà Trưng, Hà Nội, Việt Nam",2022-08-20 16:00:00
549,Mitsubishi,Pajero Mini,jeep 3 doors,grey,GasolineMixBlack,,241000.0,Manual,64.0,251000,,,,"Uông Bí, Quảng Ninh, Việt Nam",2022-08-20 17:00:00
624,Toyota,Corolla Axio,sedan,burgundy,GasolineMixBlack,2012.0,97000.0,CVT,109.0,771000,1.5 X,1NZ-FE,1.5 LTR,"Hoàng Mai, Hà Nội, Việt Nam",2022-08-20 17:00:00
848,Toyota,Corolla,sedan,whitemixblack,GasolineMixBlack,,161000.0,AT,105.0,451000,,,,"Thanh Xuân, Hà Nội, Việt Nam",2022-08-20 17:00:00
365,Toyota,Vitz,hatchback 5 doors,blue,GasolineMixBlack,2005.0,161000.0,CVT,71.0,410000,1.0 B intelligent package,1KR-FE,1.0 LTR,"Uông Bí, Quảng Ninh, Việt Nam",2022-08-20 18:00:00
444,Honda,HR-V,jeep 5 doors,whitemixblack,GasolineMixBlack,1999.0,251000.0,CVT,105.0,265000,1.6 J4,D16A,1.6 LTR,"Ba Đình, Hà Nội, Việt Nam",2022-08-20 18:00:00
713,Toyota,Hilux Surf,jeep 5 doors,whitemixblack,Diesel,,319000.0,AT,140.0,910000,,,,"Đông Triều, Quảng Ninh, Việt Nam",2022-08-20 18:00:00
677,Toyota,Corolla Fielder,station wagon,black,GasolineMixBlack,2015.0,110000.0,CVT,74.0,681000, 1.5 Hybrid G WxB,1NZ-FXE,1.5 LTR,"Uông Bí, Quảng Ninh, Việt Nam",2022-08-20 19:00:00
684,Honda,Crossroad,jeep 5 doors,whitemixblack,GasolineMixBlack,2007.0,162000.0,AT,140.0,935000,1.8 18X HID edition 4WD,R18A,1.8 LTR,"Quận 1, Thành phố Hồ Chí Minh, Việt Nam",2022-08-20 19:00:00
906,Nissan,Teana,sedan,grey,GasolineMixBlack,,148000.0,AT,160.0,381000,,,,"Quận 1, Thành phố Hồ Chí Minh, Việt Nam",2022-08-20 20:00:00
870,Toyota,Ipsum,minivan,,GasolineMixBlack,,1000.0,AT,160.0,415000,,,,"Long Biên, Hà Nội, Việt Nam",2022-08-20 20:00:00
896,Toyota,Vitz,hatchback 5 doors,grey,GasolineMixBlack,2010.0,56000.0,CVT,71.0,497000,1.0 B S edition,1KR-FE,1.0 LTR,"Quận 8, Thành phố Hồ Chí Minh, Việt Nam",2022-08-20 20:00:00
975,Honda,S-MX,hatchback 5 doors,grey,GasolineMixBlack,2000.0,281000.0,AT,140.0,235000,2.0,B20B,2.0 LTR,"Hải Phòng, Hải Phòng, Việt Nam",2022-08-20 21:00:00
554,Honda,MDX,jeep 5 doors,black,GasolineMixBlack,2003.0,241000.0,AT,260.0,441000,3.5 Exclusive,J35A,3.5 LTR,"Đông Triều, Quảng Ninh, Việt Nam",2022-08-20 22:00:00
733,Lexus,CT200h,hatchback 5 doors,whitemixblack,GasolineMixBlack,2010.0,185000.0,CVT,99.0,1051000,200h F sport,2ZR-FXE,1.8 LTR,"Hải Phòng, Hải Phòng, Việt Nam",2022-08-20 22:00:00
916,Toyota,Premio,sedan,blue,GasolineMixBlack,2010.0,21000.0,CVT,110.0,995000,1.5 F L package,1NZ-FE,1.5 LTR,"Quận 8, Thành phố Hồ Chí Minh, Việt Nam",2022-08-20 22:00:00
745,Honda,Fit,hatchback 5 doors,black,GasolineMixBlack,2015.0,141000.0,Robot,110.0,941000,1.5 Hybrid S Package,LEB,1.5 LTR,"Long Biên, Hà Nội, Việt Nam",2022-08-20 23:00:00
8,Nissan,Note,hatchback 5 doors,grey,GasolineMixBlack,2016.0,58000.0,CVT,79.0,851000, 1.2 X,HR12DE,1.2 LTR,"Đông Triều, Quảng Ninh, Việt Nam",2022-08-21 00:00:00
218,Toyota,Land Cruiser Prado,jeep 5 doors,green,GasolineMixBlack,2009.0,122000.0,AT,276.0,3100000,4.0 TZ 4WD,1GR-FE,4.0 LTR,"Cầu Giấy, Hà Nội, Việt Nam",2022-08-21 00:00:00
748,Toyota,Alphard,minivan,whitemixblack,GasolineMixBlack,,151000.0,CVT,170.0,1765000,,,,"Hoàng Mai, Hà Nội, Việt Nam",2022-08-21 00:00:00
222,Toyota,Camry,sedan,green,GasolineMixBlack,2006.0,256000.0,AT,167.0,691000,2.4 G,2AZ-FE,2.4 LTR,"Hải Phòng, Hải Phòng, Việt Nam",2022-08-21 03:00:00
669,Nissan,AD,station wagon,whitemixblack,GasolineMixBlack,,251000.0,AT,100.0,195000,,,,"Ba Đình, Hà Nội, Việt Nam",2022-08-21 04:00:00
692,Toyota,Vitz,hatchback 5 doors,grey,GasolineMixBlack,,155000.0,CVT,110.0,310000,,,,"Uông Bí, Quảng Ninh, Việt Nam",2022-08-21 06:00:00
599,Toyota,Land Cruiser Prado,jeep 5 doors,whitemixblack,GasolineMixBlack,2017.0,49000.0,AT,163.0,3759000, 2.7 TX L Package 7 seat 4WD,2TR-FE,2.7 LTR,"Móng Cái, Quảng Ninh, Việt Nam",2022-08-21 06:00:00
859,Toyota,Prius,liftback,whitemixblack,GasolineMixBlack,2010.0,218000.0,CVT,99.0,635000,1.8 G LED edition,2ZR-FXE,1.8 LTR,"Móng Cái, Quảng Ninh, Việt Nam",2022-08-21 06:00:00
489,Nissan,Avenir,station wagon,grey,GasolineMixBlack,,121000.0,AT,125.0,91000,,,,"Quận 8, Thành phố Hồ Chí Minh, Việt Nam",2022-08-21 08:00:00
395,Mitsubishi,ASX,jeep 5 doors,black,GasolineMixBlack,2010.0,173000.0,CVT,150.0,888888,2.0 Exclusive,4B11,2.0 LTR,"Bắc Từ Liêm, Hà Nội, Việt Nam",2022-08-21 10:00:00
328,Nissan,Note,hatchback 5 doors,red,GasolineMixBlack,2015.0,85000.0,CVT,79.0,611000, 1.2 Medalist X,HR12DE,1.2 LTR,"Quận 1, Thành phố Hồ Chí Minh, Việt Nam",2022-08-21 13:00:00
127,Toyota,Estima,minivan,whitemixblack,GasolineMixBlack,2016.0,111000.0,CVT,150.0,2310000,2.4 Aeras Premium G 4WD,2AZ-FXE,2.4 LTR,"Cầu Giấy, Hà Nội, Việt Nam",2022-08-21 13:00:00
824,Toyota,Vellfire,minivan,black,GasolineMixBlack,2018.0,59000.0,CVT,152.0,3685000,Hybrid 2.5 ZR G Edition 4WD,2AR-FXE,2.5 LTR,"Hai Bà Trưng, Hà Nội, Việt Nam",2022-08-21 13:00:00
263,Lexus,RX350,jeep 5 doors,whitemixblack,GasolineMixBlack,2019.0,33000.0,AT,300.0,7951000,3.5 AT F Sport,2GR-FKS ,3.5 LTR,"Đông Triều, Quảng Ninh, Việt Nam",2022-08-21 14:00:00
867,Suzuki,Escudo,jeep 5 doors,grey,GasolineMixBlack,2015.0,71000.0,AT,117.0,1395000, 1.6 4WD,M16A,1.6 LTR,"Bắc Từ Liêm, Hà Nội, Việt Nam",2022-08-21 14:00:00
894,Hyundai,Creta,jeep 5 doors,brown,GasolineMixBlack,2017.0,79000.0,AT,149.0,1521000,2.0 AT 4WD Travel,G4NA,2.0 LTR,"Cầu Giấy, Hà Nội, Việt Nam",2022-08-21 15:00:00
958,Mercedes-Benz,A-Class,hatchback 5 doors,black,GasolineMixBlack,,81000.0,Automatic,122.0,1181000,,,,"Thanh Xuân, Hà Nội, Việt Nam",2022-08-21 16:00:00
60,Mitsubishi,RVR,minivan,black,GasolineMixBlack,1995.0,106000.0,Manual,160.0,211000,2.0 Sports gear,4G63,2.0 LTR,"Bắc Từ Liêm, Hà Nội, Việt Nam",2022-08-21 16:00:00
61,Toyota,Vitz,hatchback 5 doors,silver,GasolineMixBlack,,110000.0,CVT,71.0,435000,,,,"Hoàng Mai, Hà Nội, Việt Nam",2022-08-21 17:00:00
339,Mercedes-Benz,C-Class,coupe,whitemixblack,GasolineMixBlack,2016.0,31000.0,AT,156.0,1851000,C 180 Sports,M 274 DE 16 AL,1.6 LTR,"Bắc Từ Liêm, Hà Nội, Việt Nam",2022-08-21 18:00:00
671,Mazda,Demio,hatchback 5 doors,blue,GasolineMixBlack,2015.0,95000.0,AT,92.0,611000, 1.3 13S Urban Stylish Mode,P3-VPS,1.3 LTR,"Uông Bí, Quảng Ninh, Việt Nam",2022-08-21 18:00:00
304,Toyota,Land Cruiser Prado,jeep 5 doors,whitemixblack,GasolineMixBlack,2020.0,13000.0,AT,163.0,4110000, 2.7 TX L Package Black Edition 7 seat 4WD,2TR-FE,2.7 LTR,"Cầu Giấy, Hà Nội, Việt Nam",2022-08-21 19:00:00
978,Toyota,bB,hatchback 5 doors,violet,GasolineMixBlack,2010.0,101000.0,AT,92.0,615000,1.3 S,K3-VE,1.3 LTR,"Hoàng Mai, Hà Nội, Việt Nam",2022-08-21 20:00:00
544,Lexus,GX470,jeep 5 doors,whitemixblack,GasolineMixBlack,2002.0,291000.0,AT,235.0,1451000,4.7,2UZ-FE,4.7 LTR,"Hạ Long, Quảng Ninh, Việt Nam",2022-08-21 21:00:00
223,Toyota,C-HR,jeep 5 doors,yellow,GasolineMixBlack,2018.0,16000.0,CVT,98.0,1785000,Hybrid 1.8 S LED Package,2ZR-FXE,1.8 LTR,"Long Biên, Hà Nội, Việt Nam",2022-08-21 21:00:00
607,Toyota,Allion,sedan,whitemixblack,GasolineMixBlack,2007.0,67000.0,CVT,110.0,878000,1.5 A15 G package,1NZ-FE,1.5 LTR,"Bắc Từ Liêm, Hà Nội, Việt Nam",2022-08-21 23:00:00
854,Toyota,Prius,liftback,black,GasolineMixBlack,,281000.0,CVT,99.0,755000,,,,"Đông Triều, Quảng Ninh, Việt Nam",2022-08-22 00:00:00
729,Mazda,Axela,hatchback 5 doors,,GasolineMixBlack,2011.0,77000.0,CVT,111.0,811000,1.5 15S,ZY-VE,1.5 LTR,"Thanh Xuân, Hà Nội, Việt Nam",2022-08-22 00:00:00
380,Toyota,RAV4,jeep 5 doors,green,GasolineMixBlack,1995.0,107000.0,AT,135.0,455000,2.0 J V,3S-FE,2.0 LTR,"Hạ Long, Quảng Ninh, Việt Nam",2022-08-22 01:00:00
238,Honda,Civic,hatchback 5 doors,red,GasolineMixBlack,2017.0,71000.0,CVT,182.0,1541000,1.5,L15C,1.5 LTR,"Hạ Long, Quảng Ninh, Việt Nam",2022-08-22 02:00:00
414,Toyota,Allion,sedan,grey,GasolineMixBlack,2009.0,47000.0,CVT,136.0,975000,1.8 A18 G package stylish edition,2ZR-FE,1.8 LTR,"Ba Đình, Hà Nội, Việt Nam",2022-08-22 03:00:00
543,Toyota,Land Cruiser Prado,jeep 5 doors,grey,Diesel,2002.0,199000.0,AT,173.0,1610000,3.0 AT 5dr.,1KD-FTV,3.0 LTR,"Ba Đình, Hà Nội, Việt Nam",2022-08-22 04:00:00
144,Subaru,Forester,jeep 5 doors,red,GasolineMixBlack,2002.0,214000.0,AT,220.0,641000,2.0 XT,EJ20,2.0 LTR,"Hạ Long, Quảng Ninh, Việt Nam",2022-08-22 06:00:00
900,BMW,5-Series,sedan,black,GasolineMixBlack,,81000.0,Automatic,249.0,2510000,,,,"Đông Triều, Quảng Ninh, Việt Nam",2022-08-22 06:00:00
563,Toyota,Land Cruiser Prado,jeep 5 doors,whitemixblack,GasolineMixBlack,2017.0,25000.0,AT,163.0,3131000, 2.7 TX 5 seat 4WD,2TR-FE,2.7 LTR,"Móng Cái, Quảng Ninh, Việt Nam",2022-08-22 06:00:00
768,Toyota,Crown,sedan,whitemixblack,GasolineMixBlack,1999.0,145000.0,AT,200.0,610000,2.5 Athlete Four 4WD,1JZ-GE,2.5 LTR,"Đông Triều, Quảng Ninh, Việt Nam",2022-08-22 07:00:00
135,Hyundai,Tucson,jeep 5 doors,black,GasolineMixBlack,2004.0,221000.0,AT,142.0,610000,2.0 VVT AT 2WD MX,G4GC,2.0 LTR,"Hai Bà Trưng, Hà Nội, Việt Nam",2022-08-22 10:00:00
185,Subaru,Impreza,hatchback 5 doors,black,GasolineMixBlack,2014.0,145000.0,CVT,115.0,910000, 1.6 i 4WD,FB16,1.6 LTR,"Hạ Long, Quảng Ninh, Việt Nam",2022-08-22 10:00:00
96,Nissan,Kix,jeep 3 doors,blue,GasolineMixBlack,2010.0,164000.0,AT,64.0,410000,660 RS 4WD,4A30,0.7 LTR,"Hải Phòng, Hải Phòng, Việt Nam",2022-08-22 10:00:00
436,Mitsubishi,RVR,jeep 5 doors,grey,GasolineMixBlack,2011.0,93000.0,CVT,139.0,998000,1.8 Roadest G,4J10,1.8 LTR,"Móng Cái, Quảng Ninh, Việt Nam",2022-08-22 10:00:00
269,Honda,Shuttle,station wagon,black,GasolineMixBlack,2017.0,11000.0,CVT,132.0,1145000, 1.5 G Honda Sensing,L15B,1.5 LTR,"Uông Bí, Quảng Ninh, Việt Nam",2022-08-22 11:00:00
338,Toyota,C-HR,jeep 5 doors,black,GasolineMixBlack,2017.0,83000.0,CVT,98.0,1661000,Hybrid 1.8 G LED Edition,2ZR-FXE,1.8 LTR,"Hải Phòng, Hải Phòng, Việt Nam",2022-08-22 12:00:00
146,Toyota,Land Cruiser Prado,jeep 5 doors,whitemixblack,GasolineMixBlack,2017.0,32000.0,AT,163.0,4199999, 2.7 TX L Package 7 seat 4WD,2TR-FE,2.7 LTR,"Quận 8, Thành phố Hồ Chí Minh, Việt Nam",2022-08-22 13:00:00
158,Honda,Fit,hatchback 5 doors,blue,GasolineMixBlack,,164000.0,CVT,100.0,610000,,,,"Hoàng Mai, Hà Nội, Việt Nam",2022-08-22 14:00:00
941,Infiniti,QX56,jeep 5 doors,black,GasolineMixBlack,2010.0,186000.0,AT,405.0,2100000,5.6 QX56 7-местный,VK56VD,5.6 LTR,"Hải Phòng, Hải Phòng, Việt Nam",2022-08-22 15:00:00
708,Toyota,Land Cruiser Prado,jeep 5 doors,whitemixblack,Diesel,2017.0,77000.0,AT,177.0,3421000, 2.8 TX 5 seat Diesel Turbo 4WD,1GD-FTV,2.8 LTR,"Hai Bà Trưng, Hà Nội, Việt Nam",2022-08-22 15:00:00
950,Toyota,Noah,minivan,black,GasolineMixBlack,,92000.0,CVT,99.0,1781000,,,,"Hạ Long, Quảng Ninh, Việt Nam",2022-08-22 16:00:00
999,Toyota,Harrier,jeep 5 doors,silver,GasolineMixBlack,1997.0,466000.0,AT,220.0,531000,3.0 FOUR,1MZ-FE,3.0 LTR,"Uông Bí, Quảng Ninh, Việt Nam",2022-08-22 16:00:00
611,Toyota,Kluger V,jeep 5 doors,black,GasolineMixBlack,2003.0,110000.0,AT,220.0,559000,3.0 V S FOUR 4WD (5 seater),1MZ-FE,3.0 LTR,"Hai Bà Trưng, Hà Nội, Việt Nam",2022-08-22 16:00:00
32,Hyundai,ix55,jeep 5 doors,silver,Diesel,2009.0,303000.0,AT,239.0,841000,3.0D Luxury+Navi,D6EA,3.0 LTR,"Hải Phòng, Hải Phòng, Việt Nam",2022-08-22 16:00:00
645,Daihatsu,Move,hatchback 5 doors,whitemixblack,GasolineMixBlack,2017.0,110000.0,CVT,64.0,569000, 660 X Turbo SAIII,KF,0.7 LTR,"Cầu Giấy, Hà Nội, Việt Nam",2022-08-22 18:00:00
52,Toyota,Aqua,hatchback 5 doors,,GasolineMixBlack,2017.0,115000.0,CVT,74.0,935000, 1.5 S Style Black,1NZ-FXE,1.5 LTR,"Quận 8, Thành phố Hồ Chí Minh, Việt Nam",2022-08-22 18:00:00
131,Lincoln,Town Car,sedan,blue,GasolineMixBlack,2000.0,127000.0,AT,220.0,649000,4.6 AT Executive,Modular V8,4.6 LTR,"Bắc Từ Liêm, Hà Nội, Việt Nam",2022-08-22 19:00:00
812,Nissan,Murano,jeep 5 doors,blue,GasolineMixBlack,,186000.0,Automatic,265.0,821000,,,,"Thanh Xuân, Hà Nội, Việt Nam",2022-08-22 20:00:00
507,Suzuki,Swift,hatchback 5 doors,grey,GasolineMixBlack,,163000.0,AT,88.0,291000,,,,"Bắc Từ Liêm, Hà Nội, Việt Nam",2022-08-22 20:00:00
718,Honda,Vezel,jeep 5 doors,whitemixblack,GasolineMixBlack,2015.0,99000.0,Robot,132.0,1421000,1.5 Hybrid X L Package 4WD,LEB,1.5 LTR,"Quận 8, Thành phố Hồ Chí Minh, Việt Nam",2022-08-22 20:00:00
0,Fiat,124 Spider,open,blue,GasolineMixBlack,,8000.0,Automatic,,1831000,,,,"Long Biên, Hà Nội, Việt Nam",2022-08-22 21:00:00
14,Toyota,Land Cruiser Prado,jeep 5 doors,black,GasolineMixBlack,,24000.0,AT,163.0,3491000,,,,"Quận 1, Thành phố Hồ Chí Minh, Việt Nam",2022-08-22 21:00:00
182,Toyota,Ractis,hatchback 5 doors,green,GasolineMixBlack,2007.0,165000.0,CVT,87.0,421000,1.3 X HID selection II,2SZ-FE,1.3 LTR,"Uông Bí, Quảng Ninh, Việt Nam",2022-08-22 22:00:00
400,Toyota,Alphard,minivan,whitemixblack,GasolineMixBlack,2005.0,46000.0,AT,220.0,571000,3.0 G MX,1MZ-FE,3.0 LTR,"Ba Đình, Hà Nội, Việt Nam",2022-08-22 23:00:00
802,BMW,i8,coupe,grey,GasolineMixBlack,2014.0,25000.0,AT,231.0,7251000,1.5 AT,B38K15T0,1.5 LTR,"Ba Đình, Hà Nội, Việt Nam",2022-08-22 23:00:00
360,Honda,Stream,minivan,,GasolineMixBlack,2009.0,108000.0,AT,140.0,825000,1.8 ZS HDD NAVI package ,R18A,1.8 LTR,"Long Biên, Hà Nội, Việt Nam",2022-08-22 23:00:00
195,Honda,Fit,hatchback 5 doors,whitemixblack,GasolineMixBlack,2010.0,173000.0,CVT,88.0,595000,1.3 smart selection,LDA,1.3 LTR,"Quận 1, Thành phố Hồ Chí Minh, Việt Nam",2022-08-23 00:00:00
949,Toyota,Prius,liftback,whitemixblack,GasolineMixBlack,2009.0,310000.0,CVT,99.0,651000,1.8 S touring selection,2ZR-FXE,1.8 LTR,"Đông Triều, Quảng Ninh, Việt Nam",2022-08-23 00:00:00
480,Toyota,Passo,hatchback 5 doors,silver,GasolineMixBlack,,54000.0,CVT,69.0,385000,,,,"Long Biên, Hà Nội, Việt Nam",2022-08-23 01:00:00
314,Subaru,XV,jeep 5 doors,whitemixblack,GasolineMixBlack,2013.0,96000.0,CVT,150.0,1371000,Hybrid 2.0i-L EyeSight 4WD,FB20,2.0 LTR,"Cầu Giấy, Hà Nội, Việt Nam",2022-08-23 02:00:00
673,Volkswagen,Tiguan,jeep 5 doors,silver,GasolineMixBlack,2017.0,83000.0,Robot,220.0,3110000,2.0 TSI DSG 4Motion Sportline,CHHB,2.0 LTR,"Long Biên, Hà Nội, Việt Nam",2022-08-23 02:00:00
945,Nissan,Note,hatchback 5 doors,grey,GasolineMixBlack,2015.0,104000.0,CVT,79.0,591000,1.2 X,HR12DE,1.2 LTR,"Đông Triều, Quảng Ninh, Việt Nam",2022-08-23 05:00:00
657,Lexus,RX450h,jeep 5 doors,whitemixblack,GasolineMixBlack,2015.0,69000.0,CVT,262.0,3749000, RX450h F Sport 4WD,2GR-FXS,3.5 LTR,"Móng Cái, Quảng Ninh, Việt Nam",2022-08-23 05:00:00
743,Toyota,Harrier,jeep 5 doors,whitemixblack,GasolineMixBlack,2017.0,17000.0,CVT,151.0,2425000, 2.0 Premium,3ZR-FAE,2.0 LTR,"Hải Phòng, Hải Phòng, Việt Nam",2022-08-23 06:00:00
634,Toyota,Wish,minivan,whitemixblack,GasolineMixBlack,2015.0,42000.0,CVT,143.0,1491000, 1.8 S,2ZR-FAE,1.8 LTR,"Quận 1, Thành phố Hồ Chí Minh, Việt Nam",2022-08-23 08:00:00
157,Honda,Vezel,jeep 5 doors,grey,GasolineMixBlack,2018.0,117000.0,Robot,132.0,1865000,1.5 Hybrid Z Honda Sensing 4WD,LEB,1.5 LTR,"Đông Triều, Quảng Ninh, Việt Nam",2022-08-23 10:00:00
110,Toyota,Crown,sedan,,GasolineMixBlack,2018.0,71000.0,CVT,184.0,2610000,2.5 RS Advance,A25A-FXS,2.5 LTR,"Quận 1, Thành phố Hồ Chí Minh, Việt Nam",2022-08-23 10:00:00
270,Toyota,C-HR,jeep 5 doors,whitemixblack,GasolineMixBlack,,17000.0,CVT,116.0,1471000,,,,"Long Biên, Hà Nội, Việt Nam",2022-08-23 12:00:00
484,Toyota,Prius,liftback,black,GasolineMixBlack,,101000.0,CVT,99.0,1110000,,,,"Hoàng Mai, Hà Nội, Việt Nam",2022-08-23 12:00:00
137,Nissan,March,hatchback 5 doors,blue,GasolineMixBlack,2002.0,145000.0,AT,90.0,231000,1.2 rafeet ,CR12DE,1.2 LTR,"Cầu Giấy, Hà Nội, Việt Nam",2022-08-23 13:00:00
777,Toyota,Mark II,sedan,whitemixblack,GasolineMixBlack,1998.0,251000.0,AT,160.0,181000,2.0 Grande,1G-FE,2.0 LTR,"Hoàng Mai, Hà Nội, Việt Nam",2022-08-23 14:00:00
17,Toyota,Land Cruiser Prado,jeep 5 doors,whitemixblack,Diesel,2017.0,41000.0,AT,177.0,3451000, 2.8 TX 5 seat Diesel Turbo 4WD,1GD-FTV,2.8 LTR,"Quận 8, Thành phố Hồ Chí Minh, Việt Nam",2022-08-23 14:00:00
572,Toyota,Harrier,jeep 5 doors,black,GasolineMixBlack,2017.0,36000.0,CVT,151.0,2285000, 2.0 Progress Metal and Leather Package,3ZR-FAE,2.0 LTR,"Hạ Long, Quảng Ninh, Việt Nam",2022-08-24 21:00:00
374,Nissan,X-Trail,jeep 5 doors,black,GasolineMixBlack,,79000.0,CVT,147.0,1285000,,,,"Quận 1, Thành phố Hồ Chí Minh, Việt Nam",2022-08-24 21:00:00
425,Honda,Fit Shuttle,station wagon,grey,GasolineMixBlack,,162000.0,CVT,88.0,755000,,,,"Quận 8, Thành phố Hồ Chí Minh, Việt Nam",2022-08-24 21:00:00
464,Toyota,Land Cruiser,jeep 5 doors,whitemixblack,Diesel,,210000.0,AT,232.0,3110000,,,,"Quận 8, Thành phố Hồ Chí Minh, Việt Nam",2022-08-24 21:00:00
930,Toyota,Windom,sedan,silver,GasolineMixBlack,,1000.0,AT,215.0,350001,,,,"Cầu Giấy, Hà Nội, Việt Nam",2022-08-24 22:00:00
345,Toyota,Crown,sedan,silver,GasolineMixBlack,2018.0,199000.0,CVT,184.0,2571000,2.5 RS Advance,A25A-FXS,2.5 LTR,"Uông Bí, Quảng Ninh, Việt Nam",2022-08-24 23:00:00
891,Honda,Accord,sedan,black,GasolineMixBlack,2006.0,257000.0,AT,155.0,671000,2.0 20EL,K20A,2.0 LTR,"Long Biên, Hà Nội, Việt Nam",2022-08-25 00:00:00
664,Mitsubishi,Mirage,hatchback 3 door,whitemixblack,GasolineMixBlack,1997.0,183000.0,AT,110.0,191000,1.5 Modarc,4G15,1.5 LTR,"Quận 8, Thành phố Hồ Chí Minh, Việt Nam",2022-08-25 03:00:00
66,Honda,Fit Shuttle,station wagon,black,GasolineMixBlack,2012.0,185000.0,CVT,88.0,759000,1.3 Smart selection,LDA,1.3 LTR,"Hoàng Mai, Hà Nội, Việt Nam",2022-08-25 03:00:00
530,Toyota,Noah,minivan,grey,GasolineMixBlack,2016.0,141000.0,CVT,152.0,1511000, 2.0 X V Package 4WD,3ZR-FAE,2.0 LTR,"Hải Phòng, Hải Phòng, Việt Nam",2022-08-25 04:00:00
230,Toyota,Land Cruiser Prado,jeep 5 doors,black,GasolineMixBlack,2009.0,64000.0,AT,163.0,2555555,2.7 TX L package 4WD,2TR-FE,2.7 LTR,"Bắc Từ Liêm, Hà Nội, Việt Nam",2022-08-25 04:00:00
674,Toyota,Corsa,sedan,whitemixblack,GasolineMixBlack,1992.0,251000.0,AT,97.0,141000,1.3 TX,4E-FE,1.3 LTR,"Hạ Long, Quảng Ninh, Việt Nam",2022-08-25 05:00:00
933,Honda,Fit Shuttle,station wagon,blue,GasolineMixBlack,,131000.0,CVT,88.0,771000,,,,"Quận 1, Thành phố Hồ Chí Minh, Việt Nam",2022-08-25 05:00:00
