,brand,name,bodyType,color,fuelType,year,mileage,transmission,power,price,vehicleConfiguration,engineName,engineDisplacement,location,parse_date
820,Honda,Fit,hatchback 5 doors,blue,GasolineMixBlack,2013.0,104000.0,Robot,110.0,761000,1.5 Hybrid S Package,LEB,1.5 LTR,"Bắc Từ Liêm, Hà Nội, Việt Nam",2022-09-26 03:00:00
858,Toyota,Prius,liftback,grey,GasolineMixBlack,,327000.0,CVT,99.0,811000,,,,"Hoàng Mai, Hà Nội, Việt Nam",2022-09-26 03:00:00
455,Toyota,Alphard,minivan,black,GasolineMixBlack,,144000.0,AT,220.0,571000,,,,"Bắc Từ Liêm, Hà Nội, Việt Nam",2022-09-26 04:00:00
707,Nissan,X-Trail 1,jeep 5 doors,whitemixblack,GasolineMixBlack,2015.0,86000.0,CVT,147.0,14821000, 2.0 20X Hybrid X-Tremer X Emergency Brake Package 4WD,MR20DD,2.0 LTR,"Móng Cái, Quảng Ninh, Việt Nam",2022-09-26 04:00:00
957,Toyota,Esquire,minivan 2,black,GasolineMixBlack,,96000.0,CVT,99.0,165221000,,,,"Hoàng Mai, Hà Nội, Việt Nam",2022-09-26 06:00:00
946,Honda,Fit Shuttle,station wagon,,GasolineMixBlack,,125000.0,CVT,88.0,829000,,,,"Hải Phòng, Hải Phòng, Việt Nam",2022-09-26 06:00:00
924,Honda,Accord,sedan,whitemixblack,GasolineMixBlack,2016.0,59000.0,CVT,145.0,21602000,2.0 Hybrid EX,LFA,2.0 LTR,"Cầu Giấy, Hà Nội, Việt Nam",2022-09-26 06:00:00
646,Toyota,RAV4,jeep 5 doors,,GasolineMixBlack,2019.0,31000.0,CVT,171.0,26255000,2.0 G Z Package 4WD,M20A-FKS,2.0 LTR,"Thanh Xuân, Hà Nội, Việt Nam",2022-09-26 07:00:00
193,Toyota,Passo,hatchback 5 doors,red,GasolineMixBlack,2016.0,840200.0,CVT,69.0,685000, 1.0 X,1KR-FE,1.0 LTR,"Uông Bí, Quảng Ninh, Việt Nam",2022-09-26 07:00:00
470,Toyota,Ipsum,minivan,silver,GasolineMixBlack,2005.0,48000.0,AT,160.0,445000,2.4 240s (7 seater),2AZ-FE,2.4 LTR,"Hạ Long, Quảng Ninh, Việt Nam",2022-09-26 09:00:00
979,Toyota,Rush,jeep 5 doors,silver,GasolineMixBlack,2008.0,171000.0,AT,109.0,7902000,1.5 X 4WD,3SZ-VE,1.5 LTR,"Quận 1, Thành phố Hồ Chí Minh, Việt Nam",2022-09-26 09:00:00
956,Nissan,Bluebird Sylphy,sedan,blue,GasolineMixBlack,2007.0,226000.0,CVT,133.0,2500020,2.0 Axis power driver's seat ,MR20DE,2.0 LTR,"Cầu Giấy, Hà Nội, Việt Nam",2022-09-26 10:00:00
596,Mazda,Premacy,minivan,grey,GasolineMixBlack,,87000.0,AT,145.0,515000,,,,"Cầu Giấy, Hà Nội, Việt Nam",2022-09-26 11:00:00
878,Mercedes-Benz,CLA-Class,sedan,black,GasolineMixBlack,,71000.0,Automatic,,1431000,,,,"Bắc Từ Liêm, Hà Nội, Việt Nam",2022-09-26 11:00:00
21,Honda,Vezel,jeep 5 doors,whitemixblack,GasolineMixBlacka,2013.0,86000.0,Robot,132.0,119033000,1.5 Hybrid Z,LEB,1.5 LTR,"Bắc Từ Liêm, Hà Nội, Việt Nam",2022-09-26 11:00:00
205,Jeep,Wrangler,jeep 5 doors,whitemixblack,GasolineMixBlack,2018.0,29000.0,AT,272.0,4910000,2.0 AT Rubicon,Hurricane,2.0 LTR,"Hạ Long, Quảng Ninh, Việt Nam",2022-09-26 12:00:00
217,Honda,Shuttle,station wagon,black,GasolineMixBlack,2017.0,52000.0,Robot,110.0,1375000, 1.5 Hybrid X Honda Sensing 4WD,LEB,1.5 LTR,"Bắc Từ Liêm, Hà Nội, Việt Nam",2022-09-26 12:00:00
787,Toyota,Crown,sedan,grey,GasolineMixBlack,1997.0,235000.0,AT,220.0,361000,3.0 Royal Saloon ,2JZ-GE,3.0 LTR,"Hai Bà Trưng, Hà Nội, Việt Nam",2022-09-26 13:00:00
752,Nissan,X-Trail,jeep 5 doors,grey,GasolineMixBlack,2008.0,169000.0,CVT,137.0,971000,2.0 Axis 4WD,MR20DE,2.0 LTR,"Ba Đình, Hà Nội, Việt Nam",2022-09-26 14:00:00
547,Honda,Accord,sedan,grey,GasolineMixBlack,2013.0,61000.0,CVT,143.0,1651000,Plug-In Hybrid 2.0,LFA,2.0 LTR,"Thanh Xuân, Hà Nội, Việt Nam",2022-09-26 15:00:00
26,Honda,Vezel,jeep 5 doors,grey,GasolineMixBlack,2013.0,133000.0,Robot,132.0,13421000,1.5 Hybrid X 4WD,LEB,1.5 LTR,"Quận 8, Thành phố Hồ Chí Minh, Việt Nam",2022-09-26 15:00:00
31,Toyota,Prius Alpha,minivan,grey,GasolineMixBlack,2011.0,135000.0,CVT,99.0,11011000,1.8 S Touring selection 5 seater,2ZR-FXE,1.8 LTR,"Quận 1, Thành phố Hồ Chí Minh, Việt Nam",2022-09-26 16:00:00
683,Suzuki,Swift,hatchback 5 doors,blue,GasolineMixBlack,,151000.0,CVT,91.0,551000,,,,"Quận 8, Thành phố Hồ Chí Minh, Việt Nam",2022-09-26 16:00:00
573,Subaru,Outback,jeep 5 doors,,GasolineMixBlack,2009.0,149000.0,CVT,170.0,425000,2.5 i L package 4WD,EJ25,2.5 LTR,"Hoàng Mai, Hà Nội, Việt Nam",2022-09-26 18:00:00
807,Toyota,Town Ace,minivan,whitemixblack,GasolineMixBlack,,136000.0,Automatic,97.0,721000,,,,"Bắc Từ Liêm, Hà Nội, Việt Nam",2022-09-26 18:00:00
446,Mercedes-Benz,S-Class,sedan,silver,GasolineMixBlack,,131000.0,Automatic,250.0,465000,,,,"Uông Bí, Quảng Ninh, Việt Nam",2022-09-26 18:00:00
367,Toyota,Land Cruiser Prado,jeep 5 doors,whitemixblack,GasolineMixBlack,2021.0,11000.0,AT,163.0,4251000, 2.7 TX L Package 70th Anniversary Limited 7 seat 4WD,2TR-FE,2.7 LTR,"Hai Bà Trưng, Hà Nội, Việt Nam",2022-09-26 19:00:00
87,Toyota,Corolla Fielder,station wagon,,GasolineMixBlack,,191000.0,CVT,110.0,585000,,,,"Đông Triều, Quảng Ninh, Việt Nam",2022-09-26 19:00:00
151,Nissan,DAYZ,hatchback 5 doors,,GasolineMixBlack,2015.0,104000.0,CVT,49.0,661000, 660 Rider Highway Star X Base,3B20,0.7 LTR,"Uông Bí, Quảng Ninh, Việt Nam",2022-09-26 19:00:00
